dataset,rtimeinst,rtime
qt,0.000201,0.000201
qt,0.000184,0.000184
qt,0.000199,0.000199
qt,0.000198,0.000198
qt,0.000195,0.000195
qt,0.000197,0.000197
qt,0.000183,0.000183
qt,0.000212,0.000212
qt,0.00021,0.00021
qt,0.000196,0.000196
qt,0.000197,0.000197
qt,0.000195,0.000195
qt,0.000212,0.000212
qt,0.000198,0.000198
qt,0.000231,0.000231
qt,0.000217,0.000217
qt,0.000211,0.000211
qt,0.000195,0.000195
qt,0.000179,0.000179
qt,0.000208,0.000208
qt,0.000194,0.000194
qt,0.000197,0.000197
qt,0.000185,0.000185
qt,0.000182,0.000182
qt,0.000224,0.000224
qt,0.000194,0.000194
qt,0.000192,0.000192
qt,0.00021,0.00021
qt,0.000195,0.000195
qt,0.000207,0.000207
qt,0.000193,0.000193
qt,0.00017,0.00017
qt,0.000241,0.000241
qt,0.000193,0.000193
qt,0.000205,0.000205
qt,0.000194,0.000194
qt,0.00018,0.00018
qt,0.000193,0.000193
qt,0.000195,0.000195
qt,0.000178,0.000178
qt,0.000197,0.000197
qt,0.000195,0.000195
qt,0.000182,0.000182
qt,0.000196,0.000196
qt,0.000193,0.000193
qt,0.000205,0.000205
qt,0.000194,0.000194
qt,0.000198,0.000198
qt,0.000202,0.000202
qt,0.000209,0.000209
qt,0.000203,0.000203
qt,0.000193,0.000193
qt,0.000182,0.000182
qt,0.000194,0.000194
qt,0.00018,0.00018
qt,0.00019,0.00019
qt,0.000197,0.000197
qt,0.000216,0.000216
qt,0.000178,0.000178
qt,0.000178,0.000178
qt,0.000204,0.000204
qt,0.00019,0.00019
qt,0.000188,0.000188
qt,0.000193,0.000193
qt,0.000212,0.000212
qt,0.000223,0.000223
qt,0.000192,0.000192
qt,0.000202,0.000202
qt,0.000192,0.000192
qt,0.000184,0.000184
qt,0.000206,0.000206
qt,0.000199,0.000199
qt,0.000198,0.000198
qt,0.000196,0.000196
qt,0.000198,0.000198
qt,0.000202,0.000202
qt,0.000179,0.000179
qt,0.000206,0.000206
qt,0.000193,0.000193
qt,0.00018,0.00018
qt,0.000183,0.000183
qt,0.000209,0.000209
qt,0.000218,0.000218
qt,0.000184,0.000184
qt,0.000181,0.000181
qt,0.000183,0.000183
qt,0.000195,0.000195
qt,0.000193,0.000193
qt,0.000195,0.000195
qt,0.000216,0.000216
qt,0.000211,0.000211
qt,0.000183,0.000183
qt,0.000169,0.000169
qt,0.000195,0.000195
qt,0.000193,0.000193
qt,0.000195,0.000195
qt,0.00018,0.00018
qt,0.000211,0.000211
qt,0.000209,0.000209
qt,0.000205,0.000205
qt,0.000193,0.000193
qt,0.000183,0.000183
qt,0.00018,0.00018
qt,0.000193,0.000193
qt,0.000195,0.000195
qt,0.000217,0.000217
qt,0.000198,0.000198
qt,0.000196,0.000196
qt,0.000194,0.000194
qt,0.000212,0.000212
qt,0.000195,0.000195
qt,0.00017,0.00017
qt,0.000202,0.000202
qt,0.000226,0.000226
qt,0.000207,0.000207
qt,0.000182,0.000182
qt,0.000195,0.000195
qt,0.000179,0.000179
qt,0.000196,0.000196
qt,0.000198,0.000198
qt,0.000195,0.000195
qt,0.000198,0.000198
qt,0.000196,0.000196
qt,0.000185,0.000185
qt,0.000183,0.000183
qt,0.000182,0.000182
qt,0.00019,0.00019
qt,0.000193,0.000193
qt,0.000197,0.000197
qt,0.000215,0.000215
qt,0.000211,0.000211
qt,0.000222,0.000222
qt,0.000193,0.000193
qt,0.000195,0.000195
qt,0.000197,0.000197
qt,0.000195,0.000195
qt,0.000195,0.000195
qt,0.000183,0.000183
qt,0.000218,0.000218
qt,0.000213,0.000213
qt,0.000195,0.000195
qt,0.000204,0.000204
qt,0.000194,0.000194
qt,0.000179,0.000179
qt,0.000197,0.000197
qt,0.000183,0.000183
qt,0.000221,0.000221
qt,0.000212,0.000212
qt,0.000193,0.000193
qt,0.000195,0.000195
qt,0.000191,0.000191
qt,0.000179,0.000179
qt,0.000196,0.000196
qt,0.000181,0.000181
qt,0.000216,0.000216
qt,0.000211,0.000211
qt,0.000195,0.000195
qt,0.000191,0.000191
qt,0.000197,0.000197
qt,0.000204,0.000204
qt,0.000196,0.000196
qt,0.000185,0.000185
qt,0.000199,0.000199
qt,0.000188,0.000188
qt,0.0002,0.0002
qt,0.000192,0.000192
qt,0.000206,0.000206
qt,0.000193,0.000193
qt,0.000179,0.000179
qt,0.000206,0.000206
