dataset,rtimeinst,rtime3,rtime2000
qt,70.364001,23.454667,0.040284
qt,59.10321,19.70107,0.03388
qt,75.301854,25.100618,0.042218
qt,58.288066,19.429355,0.033714
qt,72.434246,24.144749,0.04091
qt,62.979324,20.993108,0.036181
qt,94.322371,31.44079,0.053177
qt,72.627484,24.209161,0.043322
qt,81.705327,27.235109,0.045859
qt,81.393728,27.131243,0.046665
qt,73.495763,24.498588,0.04321
qt,62.874386,20.958129,0.037378
qt,118.698702,39.566234,0.062098
qt,83.413272,27.804424,0.048231
qt,7.865685,2.621895,0.004715
qt,83.293612,27.764537,0.047333
qt,62.360274,20.786758,0.035604
qt,65.997341,21.999114,0.038107
qt,7.224124,2.408041,0.00442
qt,44.803782,14.934594,0.026819
qt,7.739277,2.579759,0.004523
qt,7.177921,2.39264,0.00422
qt,104.728817,34.909606,0.055348
qt,51.312729,17.104243,0.030574
qt,71.736105,23.912035,0.041503
qt,8.778685,2.926228,0.004802
qt,64.75164,21.58388,0.037567
qt,7.268628,2.422876,0.004336
qt,61.860856,20.620285,0.037049
qt,61.625849,20.54195,0.035575
qt,48.537237,16.179079,0.02864
qt,51.901851,17.300617,0.031464
qt,68.374321,22.79144,0.039284
qt,46.789543,15.596514,0.027267
qt,89.366135,29.788712,0.04969
qt,56.460115,18.820038,0.032935
qt,72.444054,24.148018,0.0414
qt,139.107921,46.369307,0.076141
qt,7.750126,2.583375,0.004675
qt,69.471446,23.157149,0.039022
qt,107.573127,35.857709,0.059232
qt,64.690045,21.563348,0.036979
qt,111.004177,37.001392,0.057329
qt,67.365967,22.455322,0.03776
qt,57.870302,19.290101,0.033539
qt,62.849523,20.949841,0.036237
qt,87.273102,29.091034,0.046898
qt,76.25345,25.417817,0.042938
qt,113.990808,37.996936,0.064715
qt,54.586129,18.195376,0.031192
qt,69.355599,23.118533,0.038985
qt,58.268325,19.422775,0.032141
qt,65.358463,21.786154,0.037824
qt,8.733621,2.911207,0.004817
qt,40.377904,13.459301,0.022857
qt,67.078923,22.359641,0.040376
qt,62.210832,20.736944,0.035718
qt,59.284789,19.761596,0.033871
qt,29.533641,9.844547,0.018422
qt,94.543154,31.514385,0.049308
qt,6.986488,2.328829,0.00411
qt,66.010231,22.00341,0.037517
qt,81.31448,27.104827,0.044377
qt,83.591621,27.863874,0.046085
qt,39.671542,13.223847,0.023913
qt,75.320194,25.106731,0.042162
qt,67.656127,22.552042,0.038813
qt,52.761136,17.587045,0.028885
qt,74.207332,24.735777,0.040896
qt,109.970625,36.656875,0.05759
qt,44.010862,14.670287,0.026156
qt,70.918733,23.639578,0.040308
qt,68.096718,22.698906,0.03903
qt,60.454814,20.151605,0.034286
qt,90.307278,30.102426,0.050426
qt,62.819459,20.93982,0.035441
qt,78.389821,26.12994,0.044303
qt,87.555232,29.185077,0.048408
qt,54.276674,18.092225,0.031737
qt,73.592961,24.530987,0.040032
qt,74.962028,24.987343,0.041622
qt,67.742669,22.58089,0.038659
qt,76.539576,25.513192,0.042695
qt,60.672743,20.224248,0.036062
qt,56.705492,18.901831,0.033074
qt,56.958764,18.986255,0.033291
qt,78.451659,26.150553,0.042846
qt,104.655801,34.885267,0.054367
qt,64.4814,21.4938,0.037744
qt,72.908001,24.302667,0.040944
qt,8.548295,2.849432,0.004789
qt,7.437073,2.479024,0.004482
qt,69.215942,23.071981,0.038986
qt,7.89535,2.631783,0.004668
qt,84.113726,28.037909,0.046687
qt,7.627213,2.542404,0.004704
qt,53.10119,17.700397,0.031198
qt,103.993615,34.664538,0.054893
qt,60.122514,20.040838,0.034995
qt,7.405429,2.468476,0.004358
qt,60.921912,20.307304,0.03476
qt,59.760637,19.920212,0.033613
qt,123.168379,41.056126,0.071654
qt,79.90845,26.63615,0.046248
qt,7.563757,2.521252,0.00446
qt,79.570008,26.523336,0.046818
qt,54.205109,18.06837,0.031571
qt,53.026698,17.675566,0.031191
qt,83.410929,27.803643,0.046839
qt,66.638528,22.212843,0.038509
qt,68.722969,22.907656,0.040262
qt,70.193788,23.397929,0.039571
qt,7.963178,2.654393,0.004682
qt,51.179218,17.059739,0.029947
qt,60.36953,20.123177,0.03382
qt,73.681872,24.560624,0.04235
qt,70.881617,23.627206,0.040782
qt,69.035966,23.011989,0.038635
qt,81.905426,27.301809,0.045888
qt,87.655138,29.218379,0.047839
qt,37.555678,12.518559,0.021975
qt,61.917871,20.63929,0.037486
qt,69.319382,23.106461,0.038998
qt,83.489912,27.829971,0.047547
qt,7.885888,2.628629,0.004555
qt,37.07241,12.35747,0.021629
qt,72.184291,24.06143,0.04133
qt,54.973618,18.324539,0.031835
qt,112.842821,37.614274,0.059647
qt,68.444032,22.814677,0.041011
qt,49.55577,16.51859,0.029428
qt,34.084928,11.361643,0.020139
qt,7.773379,2.591126,0.00452
qt,66.469452,22.156484,0.037119
qt,84.851691,28.283897,0.04775
qt,7.944155,2.648052,0.00468
qt,7.707012,2.569004,0.00453
qt,44.489148,14.829716,0.025878
qt,64.604468,21.534823,0.036714
qt,54.52143,18.17381,0.031392
qt,42.82075,14.273583,0.024463
qt,55.805244,18.601748,0.033701
qt,98.756691,32.918897,0.052744
qt,79.906204,26.635401,0.044305
qt,132.104986,44.034995,0.070612
qt,61.180893,20.393631,0.035737
qt,62.840676,20.946892,0.036047
qt,91.455573,30.485191,0.049691
qt,54.53533,18.178443,0.031351
qt,58.640297,19.546766,0.034073
qt,61.441921,20.48064,0.034745
qt,57.908927,19.302976,0.03424
qt,70.196255,23.398752,0.040189
qt,56.987854,18.995951,0.032946
qt,31.549361,10.516454,0.018476
qt,76.666509,25.555503,0.043324
qt,74.159362,24.719787,0.043193
qt,85.490808,28.496936,0.045916
qt,77.380934,25.793645,0.044732
qt,64.682956,21.560985,0.035463
qt,62.975837,20.991946,0.035942
qt,56.970736,18.990245,0.033692
qt,65.587724,21.862575,0.03765
qt,53.530472,17.843491,0.030603
qt,33.29097,11.09699,0.019221
qt,59.615891,19.871964,0.033689
qt,91.467334,30.489111,0.04841
qt,102.181189,34.060396,0.052358
qt,83.506001,27.835334,0.044885
qt,64.954856,21.651619,0.040126
qt,71.211141,23.737047,0.042914
qt,61.506258,20.502086,0.035066
qt,7.184612,2.394871,0.004206
qt,72.864368,24.288123,0.042209
qt,50.95038,16.98346,0.029492
qt,7.650342,2.550114,0.004476
qt,82.150993,27.383664,0.047336
qt,7.560639,2.520213,0.004216
qt,7.143431,2.381144,0.00418
qt,90.293279,30.09776,0.050493
qt,61.442994,20.480998,0.034919
qt,77.382665,25.794222,0.044344
qt,74.317527,24.772509,0.041658
qt,77.552849,25.85095,0.043859
qt,69.385697,23.128566,0.039169
qt,107.835637,35.945212,0.063981
qt,54.746886,18.248962,0.031395
qt,54.98444,18.328147,0.032131
qt,35.076163,11.692054,0.020013
qt,58.896133,19.632044,0.036305
qt,72.990834,24.330278,0.041014
qt,84.644248,28.214749,0.04821
qt,61.271232,20.423744,0.03485
qt,69.310925,23.103642,0.04018
qt,81.607819,27.202606,0.043972
qt,62.995103,20.998368,0.03716
qt,61.36504,20.455013,0.035512
qt,84.25326,28.08442,0.04703
qt,94.941371,31.647124,0.053429
qt,42.743623,14.247874,0.024961
qt,33.774915,11.258305,0.019657
qt,61.247072,20.415691,0.034933
qt,63.203107,21.067702,0.036301
qt,63.942427,21.314142,0.036453
qt,59.301426,19.767142,0.035297
qt,65.477949,21.825983,0.037389
qt,7.168555,2.389518,0.004088
qt,74.369202,24.789734,0.040911
qt,47.516327,15.838776,0.027731
qt,63.768839,21.25628,0.037207
qt,42.363667,14.121222,0.025729
qt,7.226764,2.408921,0.004353
qt,78.099015,26.033005,0.041818
qt,107.893033,35.964344,0.056059
qt,52.9704,17.6568,0.031419
qt,59.609221,19.86974,0.034425
qt,67.701205,22.567068,0.03862
qt,52.686612,17.562204,0.029602
qt,90.160055,30.053352,0.050396
qt,122.271568,40.757189,0.072232
qt,88.263848,29.421283,0.04836
qt,72.258486,24.086162,0.041414
qt,52.523685,17.507895,0.030262
qt,89.484291,29.828097,0.047468
qt,74.998764,24.999588,0.042958
qt,64.402486,21.467495,0.036949
qt,96.080809,32.026936,0.051627
qt,52.954251,17.651417,0.030708
qt,89.320369,29.773456,0.048797
qt,54.973304,18.324435,0.031204
qt,55.916463,18.638821,0.032432
qt,54.270169,18.090056,0.032332
qt,64.260094,21.420031,0.037186
qt,79.151476,26.383825,0.042692
qt,62.161259,20.72042,0.035873
qt,7.325828,2.441943,0.004419
qt,120.338755,40.112918,0.062912
qt,72.032897,24.010966,0.041866
qt,83.540874,27.846958,0.047289
qt,68.061693,22.687231,0.038371
qt,55.761358,18.587119,0.032501
qt,67.778905,22.592968,0.038547
qt,81.089977,27.029992,0.04442
qt,57.413684,19.137895,0.032672
qt,80.038409,26.67947,0.04534
qt,75.610393,25.203464,0.042403
qt,63.273862,21.091287,0.037395
qt,62.163194,20.721065,0.035545
qt,112.145214,37.381738,0.061369
qt,44.584989,14.861663,0.02634
qt,73.551679,24.517226,0.042376
qt,75.452801,25.150934,0.040924
qt,66.737131,22.24571,0.039599
qt,67.913582,22.637861,0.038406
qt,55.883609,18.62787,0.032147
qt,7.140306,2.380102,0.004273
qt,52.811719,17.603906,0.031605
qt,56.294631,18.764877,0.033529
