dataset,rtimeinst,rtime3,rtime2000
qt,39.41854,13.139513,0.019904
qt,36.430454,12.143485,0.018406
qt,35.381795,11.793932,0.017865
qt,30.625632,10.208544,0.015592
qt,40.028625,13.342875,0.020266
qt,41.873152,13.957717,0.021021
qt,35.752782,11.917594,0.018011
qt,31.8149,10.604967,0.016085
qt,37.584257,12.528086,0.018901
qt,38.551016,12.850339,0.019252
qt,35.937141,11.979047,0.017964
qt,42.704242,14.234747,0.021695
qt,34.31701,11.439003,0.017319
qt,28.231907,9.410636,0.014427
qt,33.153078,11.051026,0.016698
qt,38.158471,12.71949,0.019195
qt,28.214204,9.404735,0.014612
qt,7.841984,2.613995,0.003946
qt,8.497661,2.832554,0.004287
qt,40.141467,13.380489,0.020109
qt,8.804016,2.934672,0.004429
qt,34.976922,11.658974,0.017633
qt,8.487103,2.829034,0.004347
qt,37.81312,12.604373,0.019093
qt,39.316956,13.105652,0.019733
qt,9.417724,3.139241,0.004745
qt,35.567788,11.855929,0.017878
qt,8.093991,2.697997,0.004071
qt,37.860355,12.620118,0.019044
qt,37.925269,12.641756,0.018996
qt,43.935392,14.645131,0.022278
qt,35.796143,11.932048,0.017943
qt,37.952081,12.650694,0.019297
qt,42.858678,14.286226,0.021612
qt,39.962106,13.320702,0.020125
qt,9.443976,3.147992,0.004801
qt,9.844024,3.281341,0.005015
qt,40.224689,13.40823,0.020147
qt,33.956881,11.31896,0.017132
qt,37.993457,12.664486,0.019011
qt,39.335347,13.111782,0.019942
qt,26.193833,8.731278,0.013292
qt,33.57878,11.192927,0.016849
qt,35.281034,11.760345,0.017775
qt,43.34517,14.44839,0.021808
qt,39.494597,13.164866,0.019898
qt,35.543986,11.847995,0.017876
qt,35.217041,11.739014,0.017574
qt,34.081006,11.360335,0.017101
qt,37.789418,12.596473,0.019177
qt,8.335755,2.778585,0.00427
qt,9.331668,3.110556,0.004778
qt,9.026878,3.008959,0.004567
qt,32.647246,10.882415,0.016334
qt,26.453815,8.817938,0.013434
qt,8.047661,2.682554,0.004062
qt,39.307509,13.102503,0.019813
qt,10.118023,3.372674,0.005097
qt,32.272841,10.757614,0.016279
qt,30.440283,10.146761,0.015353
qt,39.720281,13.240094,0.019955
qt,37.362004,12.454001,0.018714
qt,40.012598,13.337533,0.02025
qt,34.700886,11.566962,0.017631
qt,8.606211,2.868737,0.004353
qt,38.481544,12.827181,0.019332
qt,35.438378,11.812793,0.017684
qt,41.699802,13.899934,0.02108
qt,38.419854,12.806618,0.019444
qt,34.179477,11.393159,0.017189
qt,36.032896,12.010965,0.018334
qt,42.176912,14.058971,0.021318
qt,39.083319,13.027773,0.019664
qt,39.87793,13.292643,0.02033
qt,40.594125,13.531375,0.020366
qt,38.798618,12.932873,0.019856
qt,28.630897,9.543632,0.01427
qt,39.946989,13.315663,0.020199
qt,32.271911,10.757304,0.016152
qt,41.023487,13.674496,0.020562
qt,37.257535,12.419178,0.01886
qt,33.634853,11.211618,0.016906
qt,35.024991,11.674997,0.017659
qt,35.940677,11.980226,0.018088
qt,36.699846,12.233282,0.01837
qt,34.754471,11.584824,0.017566
qt,39.156058,13.052019,0.019741
qt,23.721317,7.907106,0.01199
qt,37.541756,12.513919,0.01904
qt,37.78808,12.596027,0.019007
qt,33.456185,11.152062,0.016888
qt,37.352887,12.450962,0.018813
qt,39.025091,13.008364,0.019527
qt,8.853355,2.951118,0.004459
qt,37.114351,12.37145,0.018655
qt,39.368428,13.122809,0.020042
qt,9.496402,3.165467,0.004835
qt,38.187095,12.729032,0.019248
qt,31.193856,10.397952,0.015708
qt,38.026394,12.675465,0.019191
qt,33.61904,11.206347,0.017319
qt,47.76305,15.921017,0.024005
qt,36.711151,12.23705,0.018892
qt,37.196916,12.398972,0.018735
qt,41.723903,13.907968,0.021066
qt,33.939109,11.313036,0.016987
qt,39.943981,13.31466,0.02025
qt,36.64709,12.215697,0.018388
qt,33.809547,11.269849,0.016902
qt,21.360855,7.120285,0.010977
qt,39.70863,13.23621,0.020077
qt,28.747957,9.582652,0.014535
qt,7.62126,2.54042,0.003852
qt,37.15028,12.383427,0.018738
qt,35.651542,11.883847,0.017844
qt,32.401222,10.800407,0.016226
qt,31.801074,10.600358,0.015932
qt,29.330437,9.776812,0.014854
qt,24.609246,8.203082,0.012354
qt,25.721756,8.573919,0.013304
qt,35.065724,11.688575,0.017658
qt,36.37292,12.124307,0.018615
qt,33.243971,11.081324,0.017155
qt,38.452644,12.817548,0.019454
qt,37.111532,12.370511,0.018706
qt,34.166348,11.388783,0.017274
qt,9.455471,3.151824,0.00478
qt,38.949745,12.983248,0.019979
qt,26.604278,8.868093,0.013485
qt,9.696152,3.232051,0.004965
qt,28.702283,9.567428,0.014558
qt,27.255125,9.085042,0.014076
qt,40.603095,13.534365,0.020691
qt,34.977001,11.659,0.017928
qt,66.996817,22.332272,0.034247
qt,29.166861,9.722287,0.014728
qt,31.866994,10.622331,0.016139
qt,9.110995,3.036998,0.004589
qt,8.339245,2.779748,0.004207
qt,38.665941,12.888647,0.019362
qt,36.023657,12.007886,0.018136
qt,36.322417,12.107472,0.018266
qt,31.954655,10.651552,0.016063
qt,42.330826,14.110275,0.021682
qt,35.499089,11.83303,0.017822
qt,32.378979,10.792993,0.016365
qt,39.535104,13.178368,0.019913
qt,40.073798,13.357933,0.020318
qt,34.769899,11.589966,0.017468
qt,30.769847,10.256616,0.015615
qt,42.098622,14.032874,0.021392
qt,36.993134,12.331045,0.018654
qt,41.271702,13.757234,0.020734
qt,38.844252,12.948084,0.019539
qt,30.822487,10.274162,0.015445
qt,33.366347,11.122116,0.016792
qt,38.722105,12.907368,0.019511
qt,40.241886,13.413962,0.020358
qt,34.431763,11.477254,0.017267
qt,45.103695,15.034565,0.022716
qt,36.887637,12.295879,0.018517
qt,7.786202,2.595401,0.003918
qt,35.958886,11.986295,0.017946
qt,32.71762,10.905873,0.016487
qt,30.97546,10.325153,0.015531
qt,41.052576,13.684192,0.020562
qt,9.463152,3.154384,0.004806
qt,35.66982,11.88994,0.018024
qt,33.676927,11.225642,0.016915
qt,9.281964,3.093988,0.004723
qt,40.418856,13.472952,0.020394
qt,51.061616,17.020539,0.025751
qt,38.65802,12.886007,0.019523
qt,40.648088,13.549363,0.020522
qt,41.9545,13.984833,0.021435
qt,44.337188,14.779063,0.022558
qt,40.976088,13.658696,0.020931
qt,27.676186,9.225395,0.014149
qt,38.00156,12.667187,0.019086
qt,35.132542,11.710847,0.017762
qt,38.942024,12.980675,0.019453
qt,41.569918,13.856639,0.020812
qt,23.745321,7.915107,0.012368
qt,36.625108,12.208369,0.018386
qt,19.07056,6.356853,0.009732
qt,26.967407,8.989136,0.014006
qt,42.038251,14.01275,0.021201
qt,27.219545,9.073182,0.013999
qt,40.88876,13.629587,0.02062
qt,37.905128,12.635043,0.01912
qt,35.543243,11.847748,0.018075
qt,39.128082,13.042694,0.019535
qt,35.933148,11.977716,0.018412
qt,34.06218,11.35406,0.017082
qt,34.980443,11.660148,0.017734
qt,44.88398,14.961327,0.022609
qt,39.873437,13.291146,0.020142
qt,41.259611,13.753204,0.020744
qt,8.742602,2.914201,0.004395
qt,30.375745,10.125248,0.015241
qt,32.464796,10.821599,0.016277
qt,9.647784,3.215928,0.004864
qt,33.807675,11.269225,0.017206
qt,8.664493,2.888164,0.004474
qt,33.976663,11.325554,0.017006
qt,38.091511,12.69717,0.019471
qt,40.148434,13.382811,0.020236
qt,22.656844,7.552281,0.011448
qt,28.128456,9.376152,0.014214
qt,37.791315,12.597105,0.018967
qt,47.931558,15.977186,0.024201
qt,9.034026,3.011342,0.004533
qt,28.010076,9.336692,0.014232
qt,36.189634,12.063211,0.018168
qt,42.881829,14.293943,0.022042
qt,37.623213,12.541071,0.018882
qt,32.06509,10.688363,0.016457
qt,33.049353,11.016451,0.016493
qt,35.634254,11.878085,0.017882
qt,29.836063,9.945354,0.015348
qt,33.502245,11.167415,0.016832
qt,37.623878,12.541293,0.018945
qt,27.920031,9.306677,0.014197
qt,39.546682,13.182227,0.019938
qt,39.145298,13.048433,0.019706
qt,39.962571,13.320857,0.019996
qt,32.162694,10.720898,0.016144
qt,31.989851,10.663284,0.016124
qt,28.194319,9.398106,0.014413
qt,41.211124,13.737041,0.020752
qt,40.778427,13.592809,0.020564
qt,37.008903,12.336301,0.018677
qt,8.827299,2.942433,0.004476
qt,32.589794,10.863265,0.01634
qt,33.897822,11.299274,0.01694
qt,43.861162,14.620387,0.022057
qt,26.531259,8.843753,0.013437
qt,32.071632,10.690544,0.016401
qt,35.534402,11.844801,0.01794
qt,42.506327,14.168776,0.021283
qt,35.941947,11.980649,0.018019
qt,44.945002,14.981667,0.022601
qt,31.102024,10.367341,0.015707
qt,33.862888,11.287629,0.017003
qt,32.106312,10.702104,0.016162
qt,39.475711,13.15857,0.019822
qt,29.040367,9.680122,0.014808
qt,39.459273,13.153091,0.01986
qt,33.765916,11.255305,0.016925
qt,35.296648,11.765549,0.017613
qt,34.846352,11.615451,0.017693
qt,42.826446,14.275482,0.021628
qt,8.594399,2.8648,0.004307
qt,10.350617,3.450206,0.005248
qt,31.438177,10.479392,0.015909
