dataset,rtimeinst,rtime
openstack,2.692488,2.692488
openstack,0.303538,0.303538
openstack,0.13798,0.13798
openstack,0.145551,0.145551
openstack,0.152418,0.152418
openstack,3.854831,3.854831
openstack,0.199027,0.199027
openstack,3.313766,3.313766
openstack,0.152632,0.152632
openstack,0.400797,0.400797
openstack,0.288948,0.288948
openstack,3.621431,3.621431
openstack,0.232489,0.232489
openstack,3.081573,3.081573
openstack,0.16119,0.16119
openstack,0.154044,0.154044
openstack,0.170638,0.170638
openstack,0.151052,0.151052
openstack,0.160772,0.160772
openstack,0.196765,0.196765
openstack,0.282443,0.282443
openstack,0.178937,0.178937
openstack,0.130999,0.130999
openstack,0.165456,0.165456
openstack,0.153197,0.153197
openstack,3.555886,3.555886
openstack,0.197636,0.197636
openstack,3.480472,3.480472
openstack,0.22038,0.22038
openstack,0.1482,0.1482
openstack,0.147362,0.147362
openstack,0.216339,0.216339
openstack,0.459115,0.459115
openstack,0.150081,0.150081
openstack,0.164894,0.164894
openstack,0.218871,0.218871
openstack,0.147439,0.147439
openstack,0.180767,0.180767
openstack,4.043503,4.043503
openstack,0.198308,0.198308
openstack,0.469755,0.469755
openstack,0.247342,0.247342
openstack,0.208828,0.208828
openstack,0.259932,0.259932
openstack,0.301322,0.301322
openstack,3.999207,3.999207
openstack,0.486,0.486
openstack,4.424278,4.424278
openstack,0.286129,0.286129
openstack,0.351527,0.351527
openstack,2.729617,2.729617
openstack,0.439664,0.439664
openstack,0.202289,0.202289
openstack,4.685496,4.685496
openstack,4.479139,4.479139
openstack,0.172424,0.172424
openstack,0.202503,0.202503
openstack,0.325206,0.325206
openstack,0.156774,0.156774
openstack,0.085445,0.085445
openstack,0.152208,0.152208
openstack,0.22278,0.22278
openstack,0.229524,0.229524
openstack,0.143237,0.143237
openstack,0.449368,0.449368
openstack,0.162308,0.162308
openstack,0.176787,0.176787
openstack,0.14224,0.14224
openstack,0.146962,0.146962
openstack,0.345443,0.345443
openstack,0.187525,0.187525
openstack,0.152634,0.152634
openstack,0.160321,0.160321
openstack,0.330294,0.330294
openstack,0.311501,0.311501
openstack,0.177771,0.177771
openstack,0.149136,0.149136
openstack,4.433833,4.433833
openstack,0.161176,0.161176
openstack,0.325765,0.325765
openstack,0.15992,0.15992
openstack,0.166518,0.166518
openstack,0.174366,0.174366
openstack,0.151723,0.151723
openstack,0.537273,0.537273
qt,0.376018,0.376018
qt,0.34572,0.34572
qt,0.572802,0.572802
qt,0.525887,0.525887
qt,0.248487,0.248487
qt,0.193414,0.193414
qt,0.214037,0.214037
qt,0.201175,0.201175
qt,0.233542,0.233542
qt,0.201293,0.201293
qt,13.240709,13.240709
qt,0.450456,0.450456
qt,0.283432,0.283432
qt,0.205805,0.205805
qt,0.272615,0.272615
qt,0.260985,0.260985
qt,0.23312,0.23312
qt,0.267168,0.267168
qt,0.274242,0.274242
qt,0.236609,0.236609
qt,0.44348,0.44348
qt,0.254135,0.254135
qt,0.276499,0.276499
qt,0.377595,0.377595
qt,0.336537,0.336537
qt,0.206841,0.206841
qt,0.500751,0.500751
qt,0.252508,0.252508
qt,0.210919,0.210919
qt,0.358416,0.358416
qt,0.347239,0.347239
qt,0.231471,0.231471
qt,0.379323,0.379323
qt,0.199525,0.199525
qt,0.303747,0.303747
qt,0.199181,0.199181
qt,0.240186,0.240186
qt,0.214128,0.214128
qt,0.221238,0.221238
qt,0.230738,0.230738
qt,0.240856,0.240856
qt,0.206355,0.206355
qt,0.307737,0.307737
qt,0.352144,0.352144
qt,0.242456,0.242456
qt,0.280624,0.280624
qt,0.210072,0.210072
qt,0.25567,0.25567
qt,14.825606,14.825606
qt,0.22809,0.22809
qt,0.243471,0.243471
qt,0.272033,0.272033
qt,0.324468,0.324468
qt,0.289548,0.289548
qt,0.277921,0.277921
qt,0.235781,0.235781
qt,0.262887,0.262887
qt,0.244944,0.244944
qt,0.235744,0.235744
qt,0.54331,0.54331
qt,0.206973,0.206973
qt,0.256331,0.256331
qt,12.516727,12.516727
qt,0.257457,0.257457
qt,0.22773,0.22773
qt,0.440361,0.440361
qt,0.218747,0.218747
qt,0.24811,0.24811
qt,0.211531,0.211531
qt,0.198965,0.198965
qt,0.253265,0.253265
qt,0.302375,0.302375
qt,0.274991,0.274991
qt,0.241123,0.241123
qt,0.251754,0.251754
qt,0.308832,0.308832
qt,0.230571,0.230571
qt,0.286386,0.286386
qt,0.176195,0.176195
qt,0.373036,0.373036
qt,0.205545,0.205545
qt,0.270039,0.270039
qt,0.289316,0.289316
qt,0.210401,0.210401
qt,0.40152,0.40152
qt,0.198017,0.198017
qt,0.382347,0.382347
qt,0.26652,0.26652
qt,0.25536,0.25536
qt,0.52241,0.52241
qt,0.277008,0.277008
qt,0.281878,0.281878
qt,0.222102,0.222102
qt,12.530224,12.530224
qt,0.193603,0.193603
qt,0.444968,0.444968
qt,0.277184,0.277184
qt,0.274842,0.274842
qt,0.257344,0.257344
qt,0.277276,0.277276
qt,0.373098,0.373098
qt,0.303529,0.303529
qt,0.201538,0.201538
qt,0.484124,0.484124
qt,0.218397,0.218397
qt,0.217777,0.217777
qt,0.234842,0.234842
qt,15.333137,15.333137
qt,0.359119,0.359119
qt,12.372031,12.372031
qt,0.282851,0.282851
qt,0.293846,0.293846
qt,0.217589,0.217589
qt,0.31114,0.31114
qt,0.277411,0.277411
qt,0.243843,0.243843
qt,0.241713,0.241713
qt,9.980882,9.980882
qt,0.322665,0.322665
qt,0.365065,0.365065
qt,0.348064,0.348064
qt,0.463326,0.463326
qt,0.225106,0.225106
qt,0.445353,0.445353
qt,0.560791,0.560791
qt,0.274104,0.274104
qt,0.418074,0.418074
qt,0.234062,0.234062
qt,0.228273,0.228273
qt,0.321765,0.321765
qt,0.191291,0.191291
qt,9.654401,9.654401
qt,0.269685,0.269685
qt,0.526029,0.526029
qt,0.221128,0.221128
qt,0.293196,0.293196
qt,0.256502,0.256502
qt,0.344374,0.344374
qt,0.236712,0.236712
qt,0.504758,0.504758
qt,0.272419,0.272419
qt,0.213414,0.213414
qt,0.206173,0.206173
qt,0.310591,0.310591
qt,0.332588,0.332588
qt,0.447561,0.447561
qt,0.427278,0.427278
qt,0.231507,0.231507
qt,13.791826,13.791826
qt,0.442479,0.442479
qt,0.208996,0.208996
qt,0.256167,0.256167
qt,0.242095,0.242095
qt,0.490733,0.490733
qt,0.272057,0.272057
qt,0.230188,0.230188
qt,0.238294,0.238294
qt,0.223735,0.223735
qt,0.270997,0.270997
qt,0.272308,0.272308
qt,0.502168,0.502168
qt,0.211889,0.211889
qt,0.294087,0.294087
qt,14.674822,14.674822
qt,0.21966,0.21966
qt,0.309045,0.309045
qt,0.226082,0.226082
qt,0.481999,0.481999
qt,0.252358,0.252358
qt,0.256743,0.256743
qt,0.202167,0.202167
qt,0.242206,0.242206
qt,0.210193,0.210193
qt,0.212435,0.212435
qt,0.261747,0.261747
qt,11.814522,11.814522
qt,0.20908,0.20908
qt,0.276014,0.276014
qt,0.328518,0.328518
qt,0.379456,0.379456
qt,0.2462,0.2462
qt,0.259942,0.259942
qt,0.570123,0.570123
qt,0.278484,0.278484
qt,0.337456,0.337456
qt,0.196024,0.196024
qt,0.255859,0.255859
qt,0.277554,0.277554
qt,0.243082,0.243082
qt,0.428482,0.428482
qt,0.347974,0.347974
qt,0.213933,0.213933
qt,0.457989,0.457989
qt,0.230197,0.230197
qt,0.219119,0.219119
qt,0.278113,0.278113
qt,0.226338,0.226338
qt,0.278121,0.278121
qt,0.233146,0.233146
qt,0.609265,0.609265
qt,0.237958,0.237958
qt,0.254132,0.254132
qt,0.214954,0.214954
qt,0.322984,0.322984
qt,0.259783,0.259783
qt,0.368353,0.368353
qt,0.215457,0.215457
qt,0.305637,0.305637
qt,0.246504,0.246504
qt,0.222534,0.222534
qt,0.255475,0.255475
qt,0.366642,0.366642
qt,0.458761,0.458761
qt,0.258128,0.258128
qt,0.201314,0.201314
qt,0.27118,0.27118
qt,0.228089,0.228089
qt,0.227661,0.227661
qt,0.308192,0.308192
qt,0.422246,0.422246
qt,0.279789,0.279789
qt,0.291307,0.291307
qt,0.289587,0.289587
qt,0.183077,0.183077
qt,0.326927,0.326927
qt,0.317574,0.317574
qt,0.301108,0.301108
qt,0.505728,0.505728
qt,0.24382,0.24382
qt,0.207177,0.207177
qt,0.451876,0.451876
qt,0.361146,0.361146
qt,0.442028,0.442028
qt,0.207571,0.207571
qt,0.350005,0.350005
qt,0.206302,0.206302
qt,0.346018,0.346018
qt,0.456603,0.456603
qt,0.230833,0.230833
qt,0.208288,0.208288
qt,0.21287,0.21287
qt,0.281428,0.281428
qt,0.219904,0.219904
qt,0.207318,0.207318
qt,0.242238,0.242238
qt,0.362676,0.362676
qt,0.53499,0.53499
qt,0.252473,0.252473
qt,0.393224,0.393224
qt,0.261602,0.261602
qt,0.335222,0.335222
qt,0.555536,0.555536
qt,0.385493,0.385493
qt,0.287391,0.287391
qt,0.425813,0.425813
qt,0.22751,0.22751
qt,0.383032,0.383032
qt,0.219939,0.219939
qt,0.342306,0.342306
qt,0.304959,0.304959
qt,0.286586,0.286586
qt,0.216488,0.216488
qt,0.20461,0.20461
qt,0.229123,0.229123
qt,10.26816,10.26816
qt,0.280692,0.280692
qt,12.622961,12.622961
qt,0.592795,0.592795
qt,0.259585,0.259585
qt,0.262032,0.262032
qt,0.254868,0.254868
qt,0.24526,0.24526
qt,0.394139,0.394139
qt,0.221948,0.221948
qt,0.183516,0.183516
qt,0.290092,0.290092
qt,0.251551,0.251551
qt,0.494586,0.494586
qt,0.253944,0.253944
qt,0.426304,0.426304
qt,0.234177,0.234177
qt,0.236145,0.236145
qt,0.251874,0.251874
qt,0.222021,0.222021
qt,14.490024,14.490024
qt,0.219999,0.219999
qt,0.169075,0.169075
qt,0.263872,0.263872
qt,0.222092,0.222092
qt,0.315701,0.315701
qt,0.252701,0.252701
qt,0.292065,0.292065
qt,0.222381,0.222381
qt,0.424925,0.424925
qt,0.245182,0.245182
qt,0.219666,0.219666
qt,0.299626,0.299626
qt,0.211247,0.211247
qt,0.272366,0.272366
qt,0.211445,0.211445
qt,0.221132,0.221132
qt,0.389623,0.389623
qt,0.227952,0.227952
qt,0.332849,0.332849
qt,0.312482,0.312482
qt,0.535558,0.535558
qt,0.233928,0.233928
qt,0.40563,0.40563
qt,0.348402,0.348402
qt,0.355966,0.355966
qt,0.435417,0.435417
qt,14.537353,14.537353
qt,0.420875,0.420875
qt,0.218114,0.218114
qt,0.324243,0.324243
qt,0.581931,0.581931
qt,0.251337,0.251337
qt,0.27393,0.27393
qt,0.307416,0.307416
qt,0.337904,0.337904
qt,0.213065,0.213065
qt,0.451213,0.451213
qt,13.340529,13.340529
qt,0.310835,0.310835
qt,0.205121,0.205121
qt,0.206633,0.206633
qt,0.303517,0.303517
qt,0.25937,0.25937
qt,0.333098,0.333098
qt,0.259612,0.259612
qt,0.36598,0.36598
qt,0.463529,0.463529
qt,0.254623,0.254623
qt,0.231068,0.231068
qt,0.261914,0.261914
qt,0.223137,0.223137
qt,0.222546,0.222546
qt,0.221312,0.221312
qt,0.253444,0.253444
qt,0.454315,0.454315
qt,0.400908,0.400908
qt,0.232952,0.232952
qt,0.215535,0.215535
qt,0.463098,0.463098
qt,0.269056,0.269056
qt,0.238305,0.238305
qt,0.372547,0.372547
qt,0.240804,0.240804
qt,0.503645,0.503645
qt,0.182567,0.182567
qt,0.24776,0.24776
qt,0.250046,0.250046
qt,0.206081,0.206081
qt,0.268842,0.268842
qt,0.253969,0.253969
qt,0.250493,0.250493
qt,0.264356,0.264356
qt,0.269486,0.269486
qt,0.325906,0.325906
qt,0.197555,0.197555
qt,0.303284,0.303284
qt,0.267776,0.267776
qt,0.264634,0.264634
qt,0.19337,0.19337
qt,0.227645,0.227645
qt,0.430605,0.430605
qt,0.316629,0.316629
qt,0.239624,0.239624
qt,0.342138,0.342138
qt,0.269049,0.269049
qt,12.54283,12.54283
qt,0.251709,0.251709
qt,0.311892,0.311892
qt,0.260196,0.260196
qt,0.241458,0.241458
qt,0.189916,0.189916
qt,0.193875,0.193875
qt,0.270687,0.270687
qt,0.253183,0.253183
qt,0.203215,0.203215
qt,0.260271,0.260271
qt,0.300509,0.300509
qt,0.271293,0.271293
qt,0.227383,0.227383
qt,0.255003,0.255003
qt,0.166963,0.166963
qt,0.443824,0.443824
qt,0.251483,0.251483
qt,0.193202,0.193202
qt,0.211049,0.211049
qt,0.209237,0.209237
qt,0.216114,0.216114
qt,0.265223,0.265223
qt,0.209738,0.209738
qt,0.235206,0.235206
qt,0.344973,0.344973
qt,0.237509,0.237509
qt,0.287616,0.287616
qt,0.184422,0.184422
qt,0.218139,0.218139
qt,0.378524,0.378524
qt,0.24404,0.24404
qt,0.263873,0.263873
qt,12.511924,12.511924
qt,0.427205,0.427205
qt,0.470561,0.470561
qt,8.8698,8.8698
qt,0.234857,0.234857
qt,0.222928,0.222928
qt,0.278177,0.278177
qt,0.228422,0.228422
qt,0.237741,0.237741
qt,0.198421,0.198421
qt,0.279888,0.279888
qt,0.256983,0.256983
qt,0.325101,0.325101
qt,0.188118,0.188118
qt,0.200191,0.200191
qt,0.249902,0.249902
qt,0.261092,0.261092
qt,0.176242,0.176242
qt,0.228768,0.228768
qt,0.426848,0.426848
qt,0.299852,0.299852
qt,0.298326,0.298326
qt,0.314356,0.314356
qt,0.234896,0.234896
qt,0.406462,0.406462
qt,0.287923,0.287923
qt,0.275573,0.275573
qt,0.239668,0.239668
qt,0.198101,0.198101
qt,0.418709,0.418709
qt,0.221557,0.221557
qt,0.292617,0.292617
qt,0.246058,0.246058
qt,0.364434,0.364434
qt,0.266016,0.266016
qt,11.691647,11.691647
qt,0.258063,0.258063
qt,7.131343,7.131343
qt,0.193531,0.193531
qt,0.257795,0.257795
qt,0.247529,0.247529
qt,0.231806,0.231806
qt,0.293982,0.293982
qt,0.230814,0.230814
qt,0.238963,0.238963
qt,0.229274,0.229274
qt,0.264314,0.264314
qt,0.18057,0.18057
qt,0.252435,0.252435
qt,0.250783,0.250783
qt,0.203849,0.203849
qt,9.734073,9.734073
qt,0.34178,0.34178
qt,0.429028,0.429028
qt,0.272681,0.272681
qt,0.612436,0.612436
qt,0.247859,0.247859
qt,0.213077,0.213077
qt,0.236417,0.236417
qt,14.782185,14.782185
qt,0.427056,0.427056
qt,0.219784,0.219784
qt,8.609711,8.609711
qt,0.211871,0.211871
qt,0.262115,0.262115
qt,0.226205,0.226205
qt,0.206314,0.206314
qt,0.460611,0.460611
qt,0.214074,0.214074
qt,0.220071,0.220071
qt,0.318345,0.318345
qt,0.204152,0.204152
qt,0.269802,0.269802
qt,0.212665,0.212665
qt,0.245807,0.245807
qt,0.378865,0.378865
qt,0.243961,0.243961
qt,0.241664,0.241664
qt,0.201703,0.201703
qt,0.302648,0.302648
