dataset,rtimeinst,rtime
qt,0.037757,0.037757
qt,0.03731,0.03731
qt,0.037692,0.037692
qt,0.03535,0.03535
qt,0.037476,0.037476
qt,0.037365,0.037365
qt,0.037565,0.037565
qt,0.037735,0.037735
qt,0.037587,0.037587
qt,0.037645,0.037645
qt,0.03766,0.03766
qt,0.037956,0.037956
qt,0.037627,0.037627
qt,0.037635,0.037635
qt,0.037747,0.037747
qt,0.037669,0.037669
qt,0.037505,0.037505
qt,0.03784,0.03784
qt,0.037465,0.037465
qt,0.037418,0.037418
qt,0.037564,0.037564
qt,0.037691,0.037691
qt,0.037854,0.037854
qt,0.037631,0.037631
qt,0.037505,0.037505
qt,0.037586,0.037586
qt,0.037665,0.037665
qt,0.037627,0.037627
qt,0.037542,0.037542
qt,0.037538,0.037538
qt,0.037469,0.037469
qt,0.037581,0.037581
qt,0.037804,0.037804
qt,0.0379,0.0379
qt,0.037657,0.037657
qt,0.03585,0.03585
qt,0.035852,0.035852
qt,0.037742,0.037742
qt,0.037702,0.037702
qt,0.037512,0.037512
qt,0.037775,0.037775
qt,0.037674,0.037674
qt,0.037505,0.037505
qt,0.037648,0.037648
qt,0.037956,0.037956
qt,0.037548,0.037548
qt,0.037654,0.037654
qt,0.037634,0.037634
qt,0.037775,0.037775
qt,0.037657,0.037657
qt,0.035523,0.035523
qt,0.037717,0.037717
qt,0.037505,0.037505
qt,0.037771,0.037771
qt,0.037524,0.037524
qt,0.037852,0.037852
qt,0.037637,0.037637
qt,0.037721,0.037721
qt,0.037591,0.037591
qt,0.037664,0.037664
qt,0.037516,0.037516
qt,0.037665,0.037665
qt,0.037704,0.037704
qt,0.037675,0.037675
qt,0.037432,0.037432
qt,0.037705,0.037705
qt,0.037947,0.037947
qt,0.037643,0.037643
qt,0.03761,0.03761
qt,0.037643,0.037643
qt,0.037657,0.037657
qt,0.036048,0.036048
qt,0.037725,0.037725
qt,0.037924,0.037924
qt,0.037707,0.037707
qt,0.037752,0.037752
qt,0.035602,0.035602
qt,0.037894,0.037894
qt,0.037508,0.037508
qt,0.037522,0.037522
qt,0.03767,0.03767
qt,0.037638,0.037638
qt,0.037631,0.037631
qt,0.03785,0.03785
qt,0.037788,0.037788
qt,0.037519,0.037519
qt,0.037673,0.037673
qt,0.037671,0.037671
