dataset,axprtimeinst,axprtime,cxprtimeinst,cxprtime
qt,16.818325,0.164886,160.745021,1.208609
qt,0.523654,0.058184,7.495622,0.18282
qt,26.705104,0.164846,265.915069,1.278438
qt,20.94885,0.11084,160.368583,0.58959
qt,13.604367,0.10546,97.876561,0.556117
qt,39.477188,0.23639,284.119922,1.392745
qt,1.697424,0.089338,12.770034,0.319251
qt,78.458599,0.285304,334.760665,1.123358
qt,28.305353,0.180289,290.753446,1.700313
qt,32.803081,0.121045,346.868379,0.996748
qt,2.034125,0.049613,24.269515,0.307209
qt,7.960535,0.043264,77.977223,0.323557
qt,2.316508,0.020683,43.585329,0.23433
qt,12.815069,0.14239,65.721976,0.543157
qt,18.630683,0.16937,138.586618,0.911754
qt,0.03634,0.03634,0.705711,0.047047
qt,50.405007,0.354965,243.778843,1.425607
qt,10.852425,0.2087,48.345189,0.478665
qt,0.15566,0.051887,1.421004,0.094734
qt,2.253015,0.019763,41.398838,0.233892
qt,7.665721,0.041662,76.724032,0.318357
qt,2.706725,0.017351,48.547376,0.222694
qt,2.391687,0.020797,52.080377,0.263032
qt,1.176024,0.019933,21.097181,0.219762
qt,33.306958,0.188175,241.202172,1.296786
qt,19.218522,0.073634,227.118171,0.573531
qt,20.00312,0.166693,177.267784,1.07435
qt,15.306554,0.136666,137.689469,0.911851
qt,19.370507,0.145643,141.538944,0.729582
qt,0.401497,0.04015,6.528581,0.163215
qt,42.278529,0.179909,365.71608,1.325058
qt,0.075154,0.037577,0.602347,0.040156
qt,22.416928,0.106241,201.014431,0.755693
qt,24.315245,0.16319,188.243496,0.847944
qt,21.832187,0.214041,116.813961,0.858926
qt,2.498271,0.071379,24.757353,0.43434
qt,13.602633,0.097162,202.481235,1.150462
qt,35.641186,0.227014,258.846378,1.171251
qt,9.595035,0.112883,92.074935,0.639409
qt,0.099993,0.049996,1.062977,0.070865
qt,2.422851,0.049446,30.628348,0.340315
qt,7.787723,0.080286,65.564056,0.516252
qt,4.448889,0.025422,60.998692,0.279811
qt,34.913676,0.295879,184.299506,1.236909
qt,19.377448,0.174572,117.214246,0.685463
qt,9.142649,0.056787,132.359408,0.466054
qt,6.012466,0.045549,88.234127,0.414245
qt,24.090704,0.120454,221.090547,0.815832
qt,6.520937,0.100322,54.411677,0.544117
qt,13.243211,0.065887,154.013582,0.562093
qt,10.536041,0.035356,110.596565,0.316896
qt,4.098236,0.105083,39.155703,0.567474
qt,44.140731,0.241206,240.484951,1.145166
qt,0.300367,0.050061,3.118362,0.141744
qt,2.134163,0.018721,51.738814,0.219232
qt,35.483417,0.20161,189.233843,0.693164
qt,11.214673,0.038406,107.36514,0.316711
qt,52.168899,0.168287,386.351031,0.935475
qt,37.423804,0.16782,256.706397,0.864331
qt,3.62986,0.046537,50.941111,0.377342
qt,52.02906,0.185157,376.625376,0.936879
qt,12.535911,0.18168,93.906378,0.83845
qt,9.976635,0.0601,137.092019,0.566496
qt,58.802305,0.243993,310.385013,1.162491
qt,55.186383,0.183343,299.192049,0.885184
qt,9.128142,0.138305,57.038343,0.594149
qt,14.963921,0.356284,67.811378,1.383906
qt,2.151602,0.043032,33.124489,0.32475
qt,18.100831,0.139237,141.51931,0.901397
qt,2.349062,0.020251,55.829128,0.269706
qt,0.23226,0.058065,1.801315,0.090066
qt,10.571835,0.121515,69.873299,0.852113
qt,24.05173,0.203828,193.81107,1.088826
qt,1.802486,0.017332,34.702543,0.2078
qt,13.458573,0.109419,173.680397,0.954288
qt,3.660554,0.021789,63.160482,0.226382
qt,6.308947,0.081934,70.683624,0.584162
qt,3.549658,0.093412,25.138747,0.433427
qt,25.734535,0.139862,124.180597,0.591336
qt,12.337215,0.140196,90.101143,0.703915
qt,16.82219,0.1219,161.483189,0.783899
qt,29.120765,0.264734,147.472275,0.945335
qt,1.750633,0.027788,25.580853,0.23686
qt,4.04169,0.093993,28.784162,0.523348
qt,18.564297,0.117496,97.516654,0.527117
qt,0.357375,0.059562,3.208,0.168842
qt,42.421476,0.242408,212.746996,1.017928
qt,36.562103,0.198707,220.091492,0.965314
qt,36.729694,0.221263,163.785731,0.814854
qt,10.377107,0.111582,103.396419,0.840621
qt,2.625058,0.075002,23.226503,0.362914
qt,37.881046,0.16987,347.407664,1.095923
qt,27.632396,0.251204,140.573187,1.11566
qt,1.607893,0.069908,9.813995,0.2804
qt,12.655183,0.130466,101.461415,0.735228
qt,7.716675,0.041938,76.236265,0.316333
qt,3.142574,0.098205,29.630267,0.559062
qt,0.039798,0.039798,0.817633,0.054509
qt,35.163898,0.213115,286.998103,1.420783
qt,13.062396,0.174165,116.470129,1.26598
qt,13.420494,0.099411,89.871235,0.525563
qt,0.408703,0.045411,3.44144,0.137658
qt,14.428376,0.123319,158.185671,1.047587
qt,17.418544,0.135027,151.904175,0.904192
qt,8.112316,0.132989,37.370697,0.557772
qt,4.16242,0.067136,46.436443,0.566298
qt,0.421579,0.042158,6.914048,0.186866
qt,56.6176,0.100386,346.754803,0.666836
qt,24.509927,0.178905,204.352011,1.238497
qt,0.497943,0.041495,4.698152,0.204267
qt,30.030175,0.187689,225.911231,1.05075
qt,31.923225,0.158036,209.590145,0.83502
qt,3.867029,0.072963,39.64104,0.435616
qt,60.075991,0.244211,268.763508,1.075054
qt,36.575359,0.149899,263.49991,0.808282
qt,64.423929,0.575214,292.898825,2.185812
qt,14.066387,0.120226,109.043429,0.612604
qt,93.375788,0.753031,375.415509,2.571339
qt,1.733743,0.061919,13.923351,0.38676
qt,1.489577,0.093099,8.82306,0.304243
qt,45.54402,0.166828,290.586264,0.937375
qt,8.760879,0.063485,77.224569,0.406445
qt,42.867805,0.154201,395.201966,1.254609
qt,1.239676,0.034435,23.405151,0.307963
qt,13.733541,0.115408,151.068896,0.816589
qt,16.296272,0.074074,161.651523,0.58358
qt,12.826916,0.114526,118.37022,0.778751
qt,0.078479,0.078479,0.510412,0.039262
qt,36.952915,0.239954,211.725157,1.027792
qt,28.38641,0.115392,214.5177,0.703337
qt,55.752852,0.240314,409.948425,1.62035
qt,25.133228,0.212993,214.004758,1.17585
qt,30.246931,0.136247,288.211392,0.976988
qt,12.250878,0.075623,108.892192,0.407836
qt,24.893294,0.063829,249.785768,0.483145
qt,14.097564,0.1424,137.438919,0.864396
qt,55.997009,0.311094,373.000324,1.759435
qt,34.268421,0.215525,175.763515,0.971069
qt,16.941868,0.132358,249.161242,1.440238
qt,7.147188,0.117167,79.766547,0.876555
qt,3.467455,0.091249,19.518003,0.336517
qt,37.467927,0.334535,175.70963,1.273258
qt,19.103961,0.173672,207.174014,1.39043
qt,2.930616,0.049671,38.201457,0.329323
qt,0.406619,0.036965,6.25942,0.215842
qt,74.681843,0.291726,396.951923,1.443462
qt,94.182166,0.274584,541.463311,1.564923
qt,0.360863,0.045108,3.555491,0.126982
qt,21.234162,0.233342,217.254938,1.841144
qt,66.137563,0.153096,460.571201,0.878953
qt,36.125058,0.21894,232.198902,1.160995
qt,72.460229,0.212493,422.524676,1.296088
qt,2.11467,0.050349,25.899924,0.336363
qt,0.489064,0.040755,7.000738,0.175018
qt,0.38716,0.043018,3.398524,0.141605
qt,20.262289,0.137839,202.872872,1.139735
qt,0.74454,0.041363,9.765219,0.195304
qt,49.259798,0.193176,441.235902,1.532069
qt,8.001855,0.042338,99.62082,0.34352
qt,32.256233,0.118155,357.887527,1.002486
qt,4.633541,0.072399,56.250846,0.540874
qt,24.007575,0.156912,234.879185,1.174396
qt,111.140763,0.263367,634.861018,1.311696
qt,6.532738,0.105367,48.236097,0.482361
qt,10.294835,0.091918,66.443853,0.587999
qt,15.534424,0.133917,143.606949,0.834924
qt,16.628472,0.125026,152.342842,0.870531
qt,41.081606,0.20644,300.919209,1.28598
qt,7.988333,0.040757,127.940258,0.419476
qt,3.014204,0.054804,33.00057,0.282056
qt,5.345708,0.071276,43.57808,0.403501
qt,14.867848,0.079935,142.807499,0.538896
qt,4.308888,0.069498,47.604709,0.610317
qt,2.417047,0.043946,29.946697,0.374334
qt,12.952847,0.142339,87.07686,0.584408
qt,11.750804,0.088352,124.34072,0.690782
qt,0.966535,0.05087,13.717217,0.254023
qt,24.790169,0.110179,241.10183,0.923762
qt,7.521886,0.096434,74.430107,0.641639
qt,8.602579,0.094534,57.736416,0.412403
qt,16.236287,0.090202,127.998571,0.537809
qt,3.16343,0.043937,48.467334,0.394043
qt,14.276878,0.151882,151.303621,0.976152
qt,10.737948,0.1107,95.277328,0.793978
qt,1.03526,0.051763,9.77512,0.222162
qt,13.337769,0.229962,74.987386,0.833193
qt,0.26325,0.043875,2.729084,0.113712
qt,1.01109,0.032616,14.001959,0.259296
qt,0.01761,0.01761,0.705524,0.044095
qt,10.763598,0.058498,100.740778,0.353476
qt,25.983494,0.172076,221.624503,0.998309
qt,17.631419,0.169533,111.870325,0.703587
qt,15.248518,0.173279,102.910252,0.864792
qt,0.91595,0.045798,10.534246,0.206554
qt,11.959377,0.108722,89.785582,0.680194
qt,5.163667,0.074836,65.854261,0.627183
qt,9.947348,0.048524,98.937343,0.374763
qt,28.411346,0.137253,255.600114,0.786462
qt,8.812407,0.095787,69.230108,0.576918
qt,18.734899,0.125738,237.473518,1.405169
qt,1.888361,0.026597,27.42766,0.219421
qt,2.451733,0.045402,26.812998,0.262873
qt,13.273943,0.126419,94.864299,0.668058
qt,2.371341,0.043115,28.639203,0.307948
qt,0.650916,0.038289,7.274961,0.181874
qt,2.089307,0.032645,29.446408,0.387453
qt,0.11633,0.058165,0.702586,0.054045
qt,13.67212,0.057933,144.968428,0.469153
qt,10.861013,0.086888,78.314373,0.498818
qt,13.442973,0.116895,101.50284,0.634393
qt,1.04046,0.032514,10.894152,0.23179
qt,2.315675,0.023391,33.785758,0.203529
qt,0.933498,0.026671,13.266968,0.184263
qt,5.905509,0.062163,41.977702,0.346923
qt,23.745754,0.084504,182.085208,0.579889
qt,2.132675,0.027697,28.41967,0.238821
qt,3.124609,0.044637,37.485469,0.320389
qt,7.610145,0.03081,105.239755,0.316035
qt,11.790836,0.075582,113.291233,0.572178
qt,11.885889,0.102465,91.761777,0.641691
qt,33.630455,0.10069,245.433532,0.657999
qt,6.701625,0.079781,54.550257,0.470261
qt,19.593792,0.128907,165.733426,0.886275
qt,0.051782,0.051782,0.504941,0.036067
qt,14.267571,0.093252,105.898433,0.554442
qt,15.558538,0.192081,132.986713,1.176874
qt,4.644232,0.036569,41.083904,0.272079
qt,3.345924,0.03522,37.287598,0.278266
qt,14.17397,0.082407,136.781426,0.657603
qt,1.127191,0.034157,10.670664,0.323353
qt,3.762924,0.039197,39.455848,0.257881
qt,9.634736,0.135701,69.110872,0.853221
qt,13.601704,0.123652,137.535333,1.074495
qt,0.114771,0.038257,0.907989,0.064856
qt,9.947311,0.074234,72.000951,0.382984
qt,7.937614,0.092298,66.736173,0.635583
qt,19.061729,0.107693,149.719322,0.756158
qt,3.057668,0.052718,28.569099,0.288577
qt,2.594505,0.043242,23.003422,0.247349
qt,77.912144,0.14013,420.692959,0.701155
qt,7.869003,0.076398,56.996384,0.575721
qt,11.521771,0.065465,98.971624,0.395886
qt,39.462158,0.145081,246.402064,0.824087
qt,1.413835,0.019637,31.501639,0.236854
qt,0.051143,0.051143,0.465073,0.03322
qt,11.506817,0.057823,136.781313,0.492019
qt,13.976125,0.073948,135.41458,0.581178
qt,17.963263,0.125617,138.12196,0.803035
qt,13.128358,0.068377,113.832595,0.437818
qt,23.583281,0.106231,236.955551,0.749859
qt,7.792196,0.068353,73.328423,0.40738
qt,7.254498,0.043967,90.034067,0.344958
qt,2.374836,0.034418,37.292312,0.305675
qt,10.142806,0.055124,98.472734,0.395473
qt,2.929349,0.077088,32.212927,0.511316
qt,17.867547,0.103881,137.175193,0.725795
qt,26.348234,0.085269,165.991316,0.568463
qt,6.475322,0.050196,65.513238,0.365996
qt,2.627074,0.032433,32.283859,0.260354
qt,8.939499,0.100444,71.750857,0.597924
qt,19.02554,0.082007,124.341586,0.417254
qt,3.768189,0.037682,60.668068,0.327936
qt,6.100137,0.057011,46.550776,0.312421
qt,11.935701,0.074598,168.929773,0.844649
qt,1.135212,0.045408,11.700321,0.229418
qt,0.233729,0.029216,1.450595,0.096706
qt,19.644168,0.130094,74.836534,0.45912
qt,2.804524,0.045234,26.423884,0.246952
qt,20.027322,0.11921,140.820218,0.67702
qt,6.222193,0.102003,38.270736,0.497023
qt,7.337995,0.033355,132.177046,0.370244
qt,51.875093,0.133699,336.862365,0.817627
qt,1.650487,0.050015,16.063826,0.254981
qt,52.813155,0.22284,169.60788,0.767456
qt,5.731656,0.041837,69.925174,0.397302
qt,13.036213,0.061492,90.643206,0.384081
qt,12.279309,0.077228,110.931571,0.602889
qt,0.074524,0.074524,0.406133,0.031241
qt,7.818102,0.073756,88.162932,0.557993
qt,0.678127,0.032292,7.838127,0.191174
qt,23.031505,0.171877,159.109354,0.883941
qt,14.809412,0.051601,159.697233,0.464236
qt,6.531477,0.051429,66.224296,0.396553
qt,0.775592,0.036933,10.726606,0.238369
qt,15.610001,0.151553,81.15452,0.592369
qt,7.507953,0.054405,72.227304,0.334386
qt,8.330982,0.076431,53.280875,0.35759
qt,3.627679,0.037017,46.541663,0.31236
qt,3.035284,0.041017,32.483935,0.272974
qt,15.503522,0.114841,121.31659,0.709454
qt,11.655133,0.121408,75.290086,0.607178
qt,1.463992,0.029877,21.369713,0.218058
qt,0.016262,0.016262,0.553823,0.034614
qt,18.007724,0.097868,154.871805,0.586636
qt,10.706754,0.104968,101.518127,0.769077
qt,1.419699,0.028973,27.745396,0.30158
qt,15.530506,0.120392,115.328749,0.758742
qt,9.61117,0.082147,68.20906,0.410898
qt,22.922737,0.084899,139.554525,0.484564
qt,9.829403,0.056817,110.412661,0.384713
qt,10.048224,0.127193,65.722208,0.714372
qt,3.693125,0.042943,44.948918,0.297675
qt,6.389263,0.076979,63.822162,0.693719
qt,9.411674,0.069203,78.679653,0.322458
qt,2.072698,0.025277,33.108588,0.256656
qt,21.119789,0.203075,144.476331,1.325471
qt,4.128866,0.049745,29.497898,0.342999
qt,11.885673,0.070329,135.915755,0.528855
qt,23.675065,0.093949,131.097815,0.471575
qt,0.180682,0.060227,0.901837,0.069372
qt,14.492625,0.032206,162.200866,0.378091
qt,13.3895,0.093633,78.00908,0.516616
qt,8.507482,0.07334,86.729116,0.489995
qt,31.915228,0.070609,263.261167,0.475201
qt,7.074888,0.059453,51.35553,0.346997
qt,5.72046,0.052481,53.590614,0.345746
qt,11.226686,0.116945,87.951655,0.829733
qt,0.263101,0.04385,1.379064,0.086191
qt,1.92645,0.074094,16.347796,0.347825
qt,18.036122,0.124387,100.674938,0.666721
qt,12.159351,0.081062,111.057406,0.64195
qt,1.537294,0.033419,18.686658,0.22246
qt,10.597474,0.059873,153.817139,0.593889
qt,10.367046,0.055144,106.770696,0.448616
qt,1.15706,0.064281,10.698894,0.237753
qt,0.033233,0.033233,0.529467,0.035298
qt,3.758304,0.02891,50.525312,0.271641
qt,3.668233,0.026016,63.665093,0.263079
qt,0.053678,0.026839,0.470714,0.031381
qt,7.607638,0.047847,98.85028,0.42425
qt,1.507182,0.020367,22.494946,0.19907
qt,2.558953,0.060927,26.351096,0.333558
qt,8.074563,0.087767,55.687087,0.475958
qt,12.132452,0.090541,94.54264,0.546489
qt,2.033154,0.025101,33.048772,0.277721
qt,11.327402,0.055256,96.974851,0.353923
qt,20.77582,0.106543,139.247858,0.570688
qt,1.904979,0.040531,22.961293,0.283473
qt,22.968741,0.057422,171.874777,0.415156
qt,19.420323,0.123696,145.209344,0.718858
qt,2.422448,0.032736,29.092844,0.257459
qt,3.969266,0.026639,71.543666,0.280563
qt,7.433891,0.040846,76.808843,0.269505
qt,2.38105,0.033536,34.554833,0.259811
qt,3.671613,0.050296,45.816326,0.32265
qt,0.370358,0.024691,3.217928,0.146269
qt,32.11741,0.084519,309.503483,0.563759
qt,6.905693,0.063355,54.84759,0.347137
qt,15.988855,0.089825,164.442303,0.699754
qt,17.108123,0.219335,104.24328,0.914415
qt,6.313413,0.041264,96.011243,0.400047
qt,2.707708,0.034714,43.125863,0.301579
qt,0.426791,0.025105,5.068689,0.153597
qt,12.520844,0.156511,62.697252,0.620765
qt,3.694453,0.048611,42.816666,0.256387
qt,0.971608,0.030363,10.953138,0.202836
qt,0.580192,0.02901,8.976449,0.179529
qt,0.435682,0.03112,4.214034,0.162078
qt,2.491477,0.029311,36.161462,0.263952
qt,0.700511,0.024156,17.087252,0.196405
qt,0.03026,0.03026,0.585947,0.039063
qt,7.4371,0.119953,52.339088,0.556799
qt,0.071358,0.035679,0.450778,0.032198
qt,3.206417,0.047153,33.691532,0.336915
qt,20.475485,0.170629,88.606772,0.646765
qt,20.350253,0.102779,155.437211,0.653098
qt,13.242241,0.07524,78.886261,0.42412
qt,2.54589,0.030673,50.940591,0.371829
qt,16.757865,0.107422,112.436498,0.501949
qt,15.212387,0.125722,116.154875,0.735157
qt,3.155283,0.059534,27.565719,0.287143
qt,1.835423,0.031645,38.446838,0.266992
qt,1.845387,0.029764,27.099291,0.294558
qt,6.676084,0.080435,53.68995,0.483693
qt,5.829005,0.087,39.619285,0.373767
qt,21.287227,0.2596,67.916009,0.700165
qt,0.036038,0.036038,0.589778,0.039319
qt,0.59045,0.031076,10.58698,0.160409
qt,3.155888,0.076973,25.50169,0.425028
qt,8.318633,0.084027,54.364571,0.399739
qt,0.202168,0.028881,1.402279,0.070114
qt,1.174266,0.03355,20.167212,0.25209
qt,11.218652,0.042335,160.341943,0.427579
qt,0.336614,0.048088,2.635024,0.119774
qt,0.050675,0.050675,0.621208,0.044372
qt,13.125098,0.064656,114.401822,0.448635
qt,16.411699,0.093781,143.966893,0.716253
qt,0.127065,0.042355,0.9475,0.055735
qt,1.790708,0.031977,22.127073,0.221271
qt,7.49018,0.074902,81.792925,0.548946
qt,7.91673,0.070685,70.940273,0.463662
qt,33.922695,0.083348,226.589395,0.601033
qt,1.025868,0.026304,18.564752,0.269054
qt,12.872524,0.130025,101.579876,0.793593
qt,2.794287,0.041706,34.846909,0.262007
qt,1.809058,0.053208,19.357897,0.280549
qt,1.830243,0.042564,20.249565,0.273643
qt,0.771941,0.022055,11.398447,0.175361
qt,21.228367,0.093107,119.67434,0.41267
qt,2.54302,0.082033,14.483169,0.40231
qt,4.215185,0.031457,69.426242,0.317015
qt,4.158865,0.060273,30.156421,0.376955
qt,2.90558,0.041508,33.069177,0.282643
qt,11.338547,0.032212,165.880471,0.325256
qt,13.772121,0.087721,126.960695,0.585072
qt,8.592043,0.043614,99.555326,0.350547
qt,6.786806,0.061698,58.245131,0.346697
qt,13.017953,0.067802,131.854868,0.46757
qt,0.16645,0.041612,1.107871,0.069242
qt,14.200665,0.114521,116.722188,0.757936
qt,2.159619,0.031759,33.419449,0.263145
qt,9.716702,0.077117,80.162424,0.523937
qt,5.72332,0.056111,64.726806,0.378519
qt,12.103132,0.08347,94.515555,0.576314
qt,15.869565,0.157124,137.094169,1.458449
qt,4.264695,0.03877,47.16183,0.282406
qt,0.259984,0.032498,3.059535,0.09561
qt,15.453125,0.059665,128.068359,0.414461
qt,22.660429,0.136509,206.683846,0.836777
qt,3.102823,0.037839,41.824204,0.307531
qt,11.991936,0.076382,113.096863,0.579984
qt,33.667641,0.139122,177.012478,0.725461
