dataset,axprtimeinst,axprtime,cxprtimeinst,cxprtime
qt,0.018066,0.002258,0.018404,0.00092
qt,0.011662,0.002332,0.00906,0.000906
qt,0.002677,0.002677,0.003533,0.000707
qt,0.002695,0.002695,0.003597,0.000719
qt,0.00268,0.00268,0.003487,0.000697
qt,0.00264,0.00264,0.00348,0.000696
qt,0.014381,0.002397,0.012057,0.000861
qt,0.002633,0.002633,0.003547,0.000709
qt,0.00275,0.00275,0.003561,0.000712
qt,0.002663,0.002663,0.002859,0.000715
qt,0.002701,0.002701,0.002875,0.000719
qt,0.005159,0.00258,0.006282,0.000785
qt,0.005035,0.002517,0.003834,0.000767
qt,0.002745,0.002745,0.003679,0.000736
qt,0.002799,0.002799,0.002972,0.000594
qt,0.00516,0.00258,0.006143,0.000768
qt,0.002703,0.002703,0.002877,0.000719
qt,0.002681,0.002681,0.00299,0.000748
qt,0.002679,0.002679,0.002871,0.000718
qt,0.002698,0.002698,0.002977,0.000744
qt,0.002703,0.002703,0.002969,0.000742
qt,0.002731,0.002731,0.002951,0.000738
qt,0.011621,0.002324,0.011822,0.000985
qt,0.00741,0.00247,0.007652,0.000956
qt,0.005171,0.002586,0.007003,0.000778
qt,0.007491,0.002497,0.007368,0.000819
qt,0.002738,0.002738,0.005114,0.000731
qt,0.017794,0.002224,0.013015,0.001085
qt,0.00508,0.00254,0.003949,0.00079
qt,0.002764,0.002764,0.004277,0.000713
qt,0.005188,0.002594,0.010863,0.000776
qt,0.020309,0.002257,0.016161,0.001077
qt,0.002707,0.002707,0.004954,0.000708
qt,0.005027,0.002514,0.00643,0.000714
qt,0.002757,0.002757,0.00359,0.000718
qt,0.00269,0.00269,0.003573,0.000715
qt,0.002766,0.002766,0.003562,0.000712
qt,0.002716,0.002716,0.004937,0.000705
qt,0.005091,0.002545,0.006198,0.000775
qt,0.002683,0.002683,0.003582,0.000716
qt,0.002674,0.002674,0.002861,0.000715
qt,0.004933,0.002467,0.003672,0.000734
qt,0.002765,0.002765,0.004949,0.000707
qt,0.002703,0.002703,0.003509,0.000702
qt,0.012383,0.002477,0.015711,0.000827
qt,0.002764,0.002764,0.006154,0.000684
qt,0.002607,0.002607,0.003601,0.00072
qt,0.009804,0.002451,0.010292,0.000858
qt,0.002711,0.002711,0.00287,0.000717
qt,0.002748,0.002748,0.007578,0.000689
qt,0.01614,0.002306,0.013945,0.000872
qt,0.007213,0.002404,0.007537,0.000837
qt,0.002635,0.002635,0.00292,0.00073
qt,0.002694,0.002694,0.003522,0.000704
qt,0.002641,0.002641,0.002854,0.000714
qt,0.002658,0.002658,0.003492,0.000698
qt,0.002712,0.002712,0.00355,0.00071
qt,0.002736,0.002736,0.003557,0.000711
qt,0.002715,0.002715,0.003502,0.0007
qt,0.002636,0.002636,0.004242,0.000707
qt,0.002649,0.002649,0.003515,0.000703
qt,0.005016,0.002508,0.00372,0.000744
qt,0.002707,0.002707,0.003499,0.0007
qt,0.002675,0.002675,0.003518,0.000704
qt,0.002745,0.002745,0.003557,0.000711
qt,0.035734,0.002102,0.018856,0.001048
qt,0.002699,0.002699,0.004205,0.000701
qt,0.009589,0.002397,0.006727,0.000961
qt,0.002731,0.002731,0.005531,0.000691
qt,0.002675,0.002675,0.00353,0.000706
qt,0.002676,0.002676,0.00361,0.000722
qt,0.002645,0.002645,0.002872,0.000718
qt,0.005011,0.002505,0.003784,0.000757
qt,0.002702,0.002702,0.005541,0.000693
qt,0.002599,0.002599,0.003613,0.000723
qt,0.002669,0.002669,0.003497,0.000699
qt,0.020272,0.002252,0.01209,0.000864
qt,0.002636,0.002636,0.003542,0.000708
qt,0.002604,0.002604,0.003431,0.000686
qt,0.002653,0.002653,0.00354,0.000708
qt,0.00264,0.00264,0.002822,0.000705
qt,0.002705,0.002705,0.003609,0.000722
qt,0.002688,0.002688,0.005614,0.000702
qt,0.015056,0.002151,0.009684,0.000968
qt,0.002639,0.002639,0.003422,0.000684
qt,0.002824,0.002824,0.00962,0.000687
qt,0.002752,0.002752,0.004758,0.00068
qt,0.005057,0.002528,0.00371,0.000742
qt,0.00979,0.002447,0.009105,0.000759
qt,0.016414,0.002345,0.013064,0.000871
qt,0.002588,0.002588,0.003543,0.000709
qt,0.002646,0.002646,0.003532,0.000706
qt,0.00502,0.00251,0.00606,0.000758
qt,0.002673,0.002673,0.002829,0.000707
qt,0.002666,0.002666,0.003541,0.000708
qt,0.007584,0.002528,0.011587,0.000828
qt,0.00266,0.00266,0.003542,0.000708
qt,0.007324,0.002441,0.007783,0.000778
qt,0.002662,0.002662,0.003431,0.000686
qt,0.002605,0.002605,0.003464,0.000693
qt,0.007181,0.002394,0.004674,0.000779
qt,0.011846,0.002369,0.008065,0.000806
qt,0.002752,0.002752,0.003432,0.000686
qt,0.002685,0.002685,0.004798,0.000685
qt,0.020078,0.002231,0.020889,0.001099
qt,0.003853,0.001927,0.002842,0.000568
qt,0.002672,0.002672,0.003419,0.000684
qt,0.002702,0.002702,0.00486,0.000694
qt,0.01129,0.002258,0.00725,0.000906
qt,0.005003,0.002501,0.005843,0.00073
qt,0.028477,0.002034,0.020999,0.001167
qt,0.004982,0.002491,0.003638,0.000728
qt,0.005211,0.002605,0.003781,0.000756
qt,0.011504,0.002301,0.009792,0.000979
qt,0.005038,0.002519,0.003721,0.000744
qt,0.002646,0.002646,0.003482,0.000696
qt,0.002689,0.002689,0.003536,0.000707
qt,0.002646,0.002646,0.003535,0.000707
qt,0.00267,0.00267,0.00355,0.00071
qt,0.003683,0.001841,0.005305,0.000663
qt,0.002655,0.002655,0.003602,0.00072
qt,0.002672,0.002672,0.006459,0.000718
qt,0.009383,0.002346,0.008574,0.000857
qt,0.011915,0.002383,0.009929,0.000903
qt,0.017959,0.002245,0.012588,0.000968
qt,0.019982,0.00222,0.018091,0.001064
qt,0.002686,0.002686,0.003554,0.000711
qt,0.002671,0.002671,0.003537,0.000707
qt,0.002716,0.002716,0.003553,0.000711
qt,0.002732,0.002732,0.00351,0.000702
qt,0.002681,0.002681,0.003596,0.000719
qt,0.002655,0.002655,0.003505,0.000701
qt,0.030394,0.002171,0.026953,0.001078
qt,0.002634,0.002634,0.003559,0.000712
qt,0.005009,0.002504,0.00377,0.000754
qt,0.004964,0.002482,0.00374,0.000748
qt,0.002736,0.002736,0.003531,0.000706
qt,0.002686,0.002686,0.003521,0.000704
qt,0.002673,0.002673,0.003564,0.000713
qt,0.00264,0.00264,0.003445,0.000689
qt,0.017383,0.002173,0.008844,0.000983
qt,0.007228,0.002409,0.006394,0.000799
qt,0.007266,0.002422,0.00569,0.000813
qt,0.007103,0.002368,0.004714,0.000786
qt,0.005091,0.002546,0.006995,0.000777
qt,0.002634,0.002634,0.003578,0.000716
qt,0.002665,0.002665,0.003573,0.000715
qt,0.004987,0.002494,0.003708,0.000742
qt,0.002691,0.002691,0.006703,0.00067
qt,0.017625,0.002203,0.009197,0.001022
qt,0.002693,0.002693,0.003597,0.000719
qt,0.002727,0.002727,0.005787,0.000723
qt,0.002822,0.002822,0.010874,0.00068
qt,0.005073,0.002536,0.003698,0.00074
qt,0.002662,0.002662,0.003532,0.000706
qt,0.002613,0.002613,0.003543,0.000709
qt,0.005149,0.002575,0.007966,0.000724
qt,0.023878,0.002171,0.016092,0.001073
qt,0.005021,0.002511,0.003774,0.000755
qt,0.00261,0.00261,0.00357,0.000714
qt,0.002685,0.002685,0.003557,0.000711
qt,0.021752,0.002175,0.014668,0.001048
qt,0.002673,0.002673,0.00357,0.000714
qt,0.005045,0.002522,0.003636,0.000727
qt,0.004923,0.002461,0.003859,0.000772
qt,0.002629,0.002629,0.003452,0.00069
qt,0.002654,0.002654,0.003444,0.000689
qt,0.002676,0.002676,0.003465,0.000693
qt,0.00489,0.002445,0.003716,0.000743
qt,0.002646,0.002646,0.003471,0.000694
qt,0.002617,0.002617,0.003478,0.000696
qt,0.002702,0.002702,0.003576,0.000715
qt,0.003867,0.001933,0.005388,0.00077
qt,0.002662,0.002662,0.004814,0.000688
qt,0.007324,0.002441,0.008515,0.000774
qt,0.002695,0.002695,0.004816,0.000688
qt,0.009953,0.002488,0.012002,0.0008
qt,0.002719,0.002719,0.003525,0.000705
qt,0.002645,0.002645,0.003577,0.000715
qt,0.002667,0.002667,0.00348,0.000696
qt,0.004975,0.002488,0.005127,0.000732
qt,0.002714,0.002714,0.003593,0.000719
qt,0.022331,0.002233,0.019324,0.001074
qt,0.009705,0.002426,0.010501,0.000808
qt,0.01202,0.002404,0.011444,0.000817
qt,0.020594,0.002288,0.016007,0.000889
qt,0.028439,0.002188,0.027025,0.001039
qt,0.002707,0.002707,0.003493,0.000699
qt,0.002655,0.002655,0.003515,0.000703
qt,0.002835,0.002835,0.007023,0.000702
qt,0.005173,0.002587,0.009977,0.000767
qt,0.002722,0.002722,0.003571,0.000714
qt,0.005126,0.002563,0.006696,0.000744
qt,0.002735,0.002735,0.004888,0.000698
qt,0.002743,0.002743,0.006774,0.000677
qt,0.002614,0.002614,0.003537,0.000707
qt,0.002745,0.002745,0.00415,0.000692
qt,0.004924,0.002462,0.003756,0.000751
qt,0.002625,0.002625,0.003491,0.000698
qt,0.033223,0.002076,0.018727,0.00117
qt,0.002667,0.002667,0.003539,0.000708
qt,0.005112,0.002556,0.006656,0.00074
qt,0.029344,0.002257,0.025436,0.001017
qt,0.004969,0.002484,0.003748,0.00075
qt,0.00498,0.00249,0.005096,0.000728
qt,0.00264,0.00264,0.003452,0.00069
qt,0.002655,0.002655,0.003492,0.000698
qt,0.002716,0.002716,0.003553,0.000711
qt,0.034651,0.002166,0.02704,0.001001
qt,0.009457,0.002364,0.008215,0.000821
qt,0.009503,0.002376,0.008138,0.000814
qt,0.002694,0.002694,0.003491,0.000698
qt,0.014263,0.002377,0.011093,0.000792
qt,0.007507,0.002502,0.014087,0.000829
qt,0.002713,0.002713,0.004185,0.000698
qt,0.005269,0.002635,0.006796,0.000755
qt,0.002667,0.002667,0.00347,0.000694
qt,0.00268,0.00268,0.003538,0.000708
qt,0.002678,0.002678,0.004168,0.000695
qt,0.002615,0.002615,0.002931,0.000733
qt,0.002712,0.002712,0.004183,0.000697
qt,0.00507,0.002535,0.005336,0.000762
qt,0.0027,0.0027,0.003536,0.000707
qt,0.004757,0.002378,0.0025,0.000833
qt,0.007396,0.002465,0.008022,0.000668
qt,0.002735,0.002735,0.00483,0.00069
qt,0.005125,0.002562,0.009478,0.000729
qt,0.004979,0.002489,0.003632,0.000726
qt,0.002706,0.002706,0.003596,0.000719
qt,0.00271,0.00271,0.003577,0.000715
qt,0.002839,0.002839,0.008986,0.000691
qt,0.007408,0.002469,0.007853,0.000785
qt,0.013274,0.002212,0.005901,0.000843
qt,0.002691,0.002691,0.003511,0.000702
qt,0.016442,0.002349,0.022052,0.000919
qt,0.024935,0.002078,0.01139,0.001035
qt,0.002647,0.002647,0.003564,0.000713
qt,0.004937,0.002468,0.003688,0.000738
qt,0.013571,0.002262,0.005631,0.000804
qt,0.002698,0.002698,0.005544,0.000693
qt,0.002667,0.002667,0.003539,0.000708
qt,0.002664,0.002664,0.004245,0.000707
qt,0.002696,0.002696,0.004299,0.000717
qt,0.032151,0.002143,0.018142,0.000955
qt,0.002634,0.002634,0.003502,0.0007
qt,0.004983,0.002491,0.005946,0.000743
qt,0.002677,0.002677,0.003525,0.000705
qt,0.008721,0.00218,0.005856,0.000732
qt,0.002647,0.002647,0.003462,0.000692
qt,0.002699,0.002699,0.004927,0.000704
qt,0.018007,0.002251,0.014691,0.000864
qt,0.015988,0.002284,0.014411,0.000961
qt,0.009647,0.002412,0.012203,0.000872
qt,0.002638,0.002638,0.003512,0.000702
qt,0.004912,0.002456,0.003692,0.000738
qt,0.005158,0.002579,0.009928,0.000709
qt,0.030252,0.002017,0.016995,0.001214
qt,0.008672,0.002168,0.007866,0.000656
qt,0.009268,0.002317,0.004622,0.00077
qt,0.002663,0.002663,0.00549,0.000686
qt,0.002737,0.002737,0.00357,0.000714
qt,0.00269,0.00269,0.003473,0.000695
qt,0.005008,0.002504,0.003629,0.000726
qt,0.006109,0.002036,0.00997,0.000767
qt,0.002708,0.002708,0.003528,0.000706
qt,0.002655,0.002655,0.003531,0.000706
qt,0.002778,0.002778,0.004785,0.000684
qt,0.002706,0.002706,0.003477,0.000695
qt,0.002728,0.002728,0.003517,0.000703
qt,0.002658,0.002658,0.003547,0.000709
qt,0.002709,0.002709,0.004914,0.000702
qt,0.024167,0.002197,0.018498,0.001028
qt,0.0138,0.0023,0.010093,0.000918
qt,0.00267,0.00267,0.003473,0.000695
qt,0.002737,0.002737,0.003561,0.000712
qt,0.024362,0.00203,0.012325,0.001027
qt,0.00279,0.00279,0.003481,0.000696
qt,0.002699,0.002699,0.0035,0.0007
qt,0.009301,0.002325,0.006809,0.000851
qt,0.002766,0.002766,0.005589,0.000699
qt,0.002758,0.002758,0.005563,0.000695
qt,0.009775,0.002444,0.011662,0.000777
qt,0.002671,0.002671,0.004207,0.000701
qt,0.007333,0.002444,0.007354,0.000817
qt,0.004984,0.002492,0.003882,0.000776
qt,0.002695,0.002695,0.004823,0.000689
qt,0.013632,0.002272,0.01222,0.00094
qt,0.009673,0.002418,0.006689,0.000836
qt,0.002659,0.002659,0.0035,0.0007
qt,0.004992,0.002496,0.004431,0.000738
qt,0.005064,0.002532,0.006868,0.000763
qt,0.002826,0.002826,0.003451,0.00069
qt,0.002697,0.002697,0.003477,0.000695
qt,0.00269,0.00269,0.003517,0.000703
qt,0.00498,0.00249,0.003606,0.000721
qt,0.007182,0.002394,0.004102,0.00082
qt,0.011501,0.0023,0.008904,0.00089
qt,0.00502,0.00251,0.005728,0.000716
qt,0.004928,0.002464,0.004053,0.000579
qt,0.004945,0.002472,0.003722,0.000744
qt,0.004941,0.002471,0.003985,0.000797
qt,0.002738,0.002738,0.003496,0.000499
qt,0.002648,0.002648,0.002477,0.000495
qt,0.002661,0.002661,0.005386,0.000673
qt,0.002688,0.002688,0.003514,0.000703
qt,0.004967,0.002484,0.003693,0.000739
qt,0.002716,0.002716,0.004824,0.000689
qt,0.026298,0.002192,0.021213,0.001061
qt,0.002696,0.002696,0.003498,0.0007
qt,0.004942,0.002471,0.004273,0.000712
qt,0.002619,0.002619,0.003471,0.000694
qt,0.002736,0.002736,0.005518,0.00069
qt,0.004975,0.002488,0.004496,0.000749
qt,0.002693,0.002693,0.003542,0.000708
qt,0.002684,0.002684,0.003486,0.000697
qt,0.023259,0.002114,0.01455,0.001039
qt,0.002689,0.002689,0.004223,0.000704
qt,0.002682,0.002682,0.003601,0.00072
qt,0.004964,0.002482,0.004525,0.000754
qt,0.013888,0.002315,0.009567,0.00087
qt,0.002662,0.002662,0.004089,0.000682
qt,0.011661,0.002332,0.007455,0.000828
qt,0.002692,0.002692,0.003537,0.000707
qt,0.002646,0.002646,0.004802,0.000686
qt,0.002678,0.002678,0.003498,0.0007
qt,0.002679,0.002679,0.004199,0.0007
qt,0.002688,0.002688,0.00352,0.000704
qt,0.002693,0.002693,0.003638,0.000728
qt,0.0134,0.002233,0.00976,0.000976
qt,0.01191,0.002382,0.014079,0.00088
qt,0.007385,0.002462,0.006854,0.000762
qt,0.008098,0.002025,0.007801,0.000709
qt,0.002644,0.002644,0.003506,0.000701
qt,0.002631,0.002631,0.003465,0.000693
qt,0.002693,0.002693,0.003535,0.000707
qt,0.002659,0.002659,0.003564,0.000713
qt,0.025822,0.002152,0.017956,0.001056
qt,0.00827,0.002067,0.012398,0.000775
qt,0.007271,0.002424,0.006108,0.000763
qt,0.002635,0.002635,0.003635,0.000727
qt,0.002659,0.002659,0.003491,0.000698
qt,0.007325,0.002442,0.007864,0.000715
qt,0.002609,0.002609,0.003526,0.000705
qt,0.018161,0.00227,0.020152,0.000916
qt,0.004955,0.002478,0.003715,0.000743
qt,0.002681,0.002681,0.003445,0.000689
qt,0.002641,0.002641,0.003472,0.000694
qt,0.002643,0.002643,0.003466,0.000693
qt,0.002657,0.002657,0.003563,0.000713
qt,0.010364,0.002073,0.007225,0.000803
qt,0.002624,0.002624,0.003563,0.000713
qt,0.007206,0.002402,0.006145,0.000768
qt,0.002631,0.002631,0.003476,0.000695
qt,0.002665,0.002665,0.003622,0.000724
qt,0.002617,0.002617,0.003442,0.000688
qt,0.004917,0.002459,0.00368,0.000736
qt,0.002663,0.002663,0.003416,0.000683
qt,0.00265,0.00265,0.003498,0.0007
qt,0.002724,0.002724,0.006358,0.000706
qt,0.002632,0.002632,0.00345,0.00069
qt,0.005059,0.00253,0.009093,0.000758
qt,0.00267,0.00267,0.004725,0.000675
qt,0.004934,0.002467,0.006914,0.000768
qt,0.002679,0.002679,0.0035,0.0007
qt,0.002623,0.002623,0.003467,0.000693
qt,0.013892,0.002315,0.01079,0.000771
qt,0.005145,0.002572,0.010222,0.00073
qt,0.013488,0.002248,0.008313,0.000924
qt,0.002703,0.002703,0.003423,0.000685
qt,0.007415,0.002472,0.007628,0.000763
qt,0.004871,0.002436,0.003634,0.000727
qt,0.002684,0.002684,0.004782,0.000683
qt,0.005099,0.002549,0.006799,0.000755
qt,0.002686,0.002686,0.003498,0.0007
qt,0.011529,0.002306,0.009245,0.00077
qt,0.024591,0.002049,0.016125,0.001008
qt,0.007351,0.00245,0.00839,0.000699
qt,0.002633,0.002633,0.003487,0.000697
qt,0.002606,0.002606,0.003439,0.000688
qt,0.022276,0.002228,0.018213,0.000959
qt,0.002701,0.002701,0.004768,0.000681
qt,0.002646,0.002646,0.003481,0.000696
qt,0.00267,0.00267,0.004093,0.000682
qt,0.004955,0.002477,0.006853,0.000761
qt,0.004979,0.002489,0.003624,0.000725
qt,0.019251,0.002139,0.016316,0.001088
qt,0.00266,0.00266,0.003493,0.000699
qt,0.002614,0.002614,0.003443,0.000689
qt,0.007179,0.002393,0.006655,0.000832
qt,0.002631,0.002631,0.003486,0.000697
qt,0.002643,0.002643,0.003446,0.000689
qt,0.009495,0.002374,0.006476,0.00081
qt,0.00265,0.00265,0.003488,0.000698
qt,0.002647,0.002647,0.003496,0.000699
qt,0.002651,0.002651,0.003474,0.000695
qt,0.002703,0.002703,0.004869,0.000696
qt,0.002664,0.002664,0.004847,0.000692
qt,0.009377,0.002344,0.009639,0.000803
qt,0.004964,0.002482,0.005946,0.000743
qt,0.00273,0.00273,0.004764,0.000681
qt,0.00271,0.00271,0.003496,0.000699
qt,0.002657,0.002657,0.00355,0.00071
qt,0.002827,0.002827,0.003472,0.000694
qt,0.002673,0.002673,0.003545,0.000709
qt,0.002667,0.002667,0.003465,0.000693
qt,0.002705,0.002705,0.003563,0.000713
qt,0.017293,0.002162,0.012746,0.001062
qt,0.007158,0.002386,0.004081,0.000816
qt,0.002663,0.002663,0.004754,0.000679
qt,0.007095,0.002365,0.004047,0.000809
qt,0.007188,0.002396,0.006241,0.00078
qt,0.002641,0.002641,0.00211,0.000422
qt,0.002616,0.002616,0.003464,0.000693
qt,0.007269,0.002423,0.00856,0.000778
qt,0.002684,0.002684,0.003486,0.000697
qt,0.002615,0.002615,0.003484,0.000697
qt,0.002667,0.002667,0.003458,0.000692
qt,0.002653,0.002653,0.003512,0.000702
qt,0.002652,0.002652,0.003402,0.00068
qt,0.004897,0.002448,0.003667,0.000733
