dataset,rtimeinst,rtime
qt,0.426977,0.426977
qt,0.346231,0.346231
qt,0.367525,0.367525
qt,0.364488,0.364488
qt,0.347346,0.347346
qt,0.539107,0.539107
qt,0.396945,0.396945
qt,3.975019,3.975019
qt,0.544514,0.544514
qt,0.435205,0.435205
qt,2.284819,2.284819
qt,0.372223,0.372223
qt,0.627308,0.627308
qt,0.34833,0.34833
qt,0.726031,0.726031
qt,0.32293,0.32293
qt,0.524213,0.524213
qt,0.430341,0.430341
qt,0.421022,0.421022
qt,0.592919,0.592919
qt,0.476285,0.476285
qt,0.431406,0.431406
qt,0.594425,0.594425
qt,0.467534,0.467534
qt,0.197669,0.197669
qt,0.442911,0.442911
qt,0.505232,0.505232
qt,0.375161,0.375161
qt,0.188142,0.188142
qt,0.180408,0.180408
qt,0.358682,0.358682
qt,0.342406,0.342406
qt,0.204652,0.204652
qt,0.517136,0.517136
qt,0.439205,0.439205
qt,0.587038,0.587038
qt,0.213059,0.213059
qt,0.193174,0.193174
qt,0.569955,0.569955
qt,0.457582,0.457582
qt,0.57083,0.57083
qt,0.541824,0.541824
qt,0.289613,0.289613
qt,4.222906,4.222906
qt,4.664983,4.664983
qt,0.178125,0.178125
qt,0.359395,0.359395
qt,0.350698,0.350698
qt,0.381606,0.381606
qt,0.409117,0.409117
qt,0.506113,0.506113
qt,0.34396,0.34396
qt,0.434916,0.434916
qt,0.595141,0.595141
qt,0.496164,0.496164
qt,0.442937,0.442937
qt,0.440049,0.440049
qt,0.401446,0.401446
qt,0.545739,0.545739
qt,0.267323,0.267323
qt,0.629389,0.629389
qt,0.511305,0.511305
qt,1.821602,1.821602
qt,0.557023,0.557023
qt,0.583494,0.583494
qt,0.528921,0.528921
qt,0.599416,0.599416
qt,0.498433,0.498433
qt,2.062885,2.062885
qt,0.354906,0.354906
qt,0.412478,0.412478
qt,0.33601,0.33601
qt,0.501601,0.501601
qt,0.621708,0.621708
qt,0.483706,0.483706
qt,0.506876,0.506876
qt,0.616988,0.616988
qt,0.207443,0.207443
qt,0.432715,0.432715
qt,0.371639,0.371639
qt,0.512806,0.512806
qt,0.320597,0.320597
qt,0.495324,0.495324
qt,3.421772,3.421772
qt,0.637722,0.637722
qt,0.417758,0.417758
qt,0.334579,0.334579
qt,0.202924,0.202924
qt,0.513194,0.513194
qt,0.343911,0.343911
qt,0.323007,0.323007
qt,0.41215,0.41215
qt,0.348216,0.348216
qt,1.6748,1.6748
qt,0.47991,0.47991
qt,0.471416,0.471416
qt,0.461919,0.461919
qt,0.366745,0.366745
qt,0.634998,0.634998
qt,0.517155,0.517155
qt,0.485077,0.485077
qt,0.444031,0.444031
qt,5.266538,5.266538
qt,4.271187,4.271187
qt,0.498207,0.498207
qt,0.46444,0.46444
qt,0.429103,0.429103
qt,0.340936,0.340936
qt,0.559644,0.559644
qt,0.526517,0.526517
qt,0.34635,0.34635
qt,0.556646,0.556646
qt,0.572466,0.572466
qt,0.410795,0.410795
qt,0.35094,0.35094
qt,1.697031,1.697031
qt,0.494626,0.494626
qt,0.417369,0.417369
qt,0.356183,0.356183
qt,0.225719,0.225719
qt,0.608939,0.608939
qt,0.21298,0.21298
qt,0.637048,0.637048
qt,0.406098,0.406098
qt,0.191632,0.191632
qt,0.512271,0.512271
qt,0.303144,0.303144
qt,2.660529,2.660529
qt,0.468421,0.468421
qt,0.33672,0.33672
qt,0.181962,0.181962
qt,0.415339,0.415339
qt,0.453988,0.453988
qt,0.476158,0.476158
qt,0.517573,0.517573
qt,0.725704,0.725704
qt,0.613999,0.613999
qt,0.316132,0.316132
qt,0.499476,0.499476
qt,0.365087,0.365087
qt,0.532331,0.532331
qt,0.440928,0.440928
qt,0.434022,0.434022
qt,0.557669,0.557669
qt,0.326973,0.326973
qt,0.551364,0.551364
qt,0.329683,0.329683
qt,0.568533,0.568533
qt,0.483372,0.483372
qt,0.387022,0.387022
qt,0.381587,0.381587
qt,0.514456,0.514456
qt,0.239182,0.239182
qt,0.687417,0.687417
qt,0.538286,0.538286
qt,0.345945,0.345945
qt,0.371776,0.371776
