dataset,rtimeinst,rtime
qt,0.041111,0.041111
qt,0.041374,0.041374
qt,0.03779,0.03779
qt,0.04329,0.04329
qt,0.038914,0.038914
qt,0.040972,0.040972
qt,0.045856,0.045856
qt,0.040649,0.040649
qt,0.037884,0.037884
qt,0.055429,0.055429
qt,0.035751,0.035751
qt,0.037001,0.037001
qt,0.035066,0.035066
qt,0.042061,0.042061
qt,0.042499,0.042499
qt,0.037865,0.037865
qt,0.043945,0.043945
qt,0.041262,0.041262
qt,0.041523,0.041523
qt,0.041856,0.041856
qt,0.043419,0.043419
qt,0.055081,0.055081
qt,0.039584,0.039584
qt,0.041749,0.041749
qt,0.038043,0.038043
qt,0.049079,0.049079
qt,0.041611,0.041611
qt,0.041843,0.041843
qt,0.038465,0.038465
qt,0.04279,0.04279
qt,0.054958,0.054958
qt,0.036623,0.036623
qt,0.042779,0.042779
qt,0.040049,0.040049
qt,0.038684,0.038684
qt,0.0386,0.0386
qt,0.046188,0.046188
qt,0.034976,0.034976
qt,0.043446,0.043446
qt,0.038336,0.038336
qt,0.04097,0.04097
qt,0.037157,0.037157
qt,0.036639,0.036639
qt,0.045856,0.045856
qt,0.039598,0.039598
qt,0.046583,0.046583
qt,0.038583,0.038583
qt,0.05236,0.05236
qt,0.042881,0.042881
qt,0.036973,0.036973
qt,0.041626,0.041626
qt,0.040924,0.040924
qt,0.041044,0.041044
qt,0.039135,0.039135
qt,0.038043,0.038043
qt,0.036805,0.036805
qt,0.037513,0.037513
qt,0.044952,0.044952
qt,0.037611,0.037611
qt,0.043955,0.043955
qt,0.036707,0.036707
qt,0.038419,0.038419
qt,0.039244,0.039244
qt,0.039878,0.039878
qt,0.037948,0.037948
qt,0.039053,0.039053
qt,0.037075,0.037075
qt,0.052389,0.052389
qt,0.052041,0.052041
qt,0.035934,0.035934
qt,0.035321,0.035321
qt,0.050959,0.050959
qt,0.03786,0.03786
qt,0.039614,0.039614
qt,0.037491,0.037491
qt,0.03416,0.03416
qt,0.049011,0.049011
qt,0.050707,0.050707
qt,0.055053,0.055053
qt,0.046272,0.046272
qt,0.049513,0.049513
qt,0.035032,0.035032
qt,0.041796,0.041796
qt,0.036776,0.036776
qt,0.043469,0.043469
qt,0.041584,0.041584
qt,0.032584,0.032584
qt,0.037178,0.037178
qt,0.038351,0.038351
qt,0.042772,0.042772
qt,0.042571,0.042571
qt,0.038295,0.038295
qt,0.042713,0.042713
qt,0.03887,0.03887
qt,0.042195,0.042195
qt,0.03738,0.03738
qt,0.04667,0.04667
qt,0.049737,0.049737
qt,0.036681,0.036681
qt,0.037154,0.037154
qt,0.051763,0.051763
qt,0.037938,0.037938
qt,0.037775,0.037775
qt,0.038847,0.038847
qt,0.042018,0.042018
qt,0.043752,0.043752
qt,0.037729,0.037729
qt,0.040727,0.040727
qt,0.038535,0.038535
qt,0.036989,0.036989
qt,0.060877,0.060877
qt,0.042734,0.042734
qt,0.04848,0.04848
qt,0.040918,0.040918
qt,0.037975,0.037975
qt,0.038081,0.038081
qt,0.040455,0.040455
qt,0.051339,0.051339
qt,0.039487,0.039487
qt,0.038062,0.038062
qt,0.038249,0.038249
qt,0.03818,0.03818
qt,0.042786,0.042786
qt,0.038754,0.038754
qt,0.04429,0.04429
qt,0.04248,0.04248
qt,0.039823,0.039823
qt,0.041759,0.041759
qt,0.044288,0.044288
qt,0.039271,0.039271
qt,0.051319,0.051319
qt,0.037085,0.037085
qt,0.038,0.038
qt,0.043049,0.043049
qt,0.041456,0.041456
qt,0.03835,0.03835
qt,0.039017,0.039017
qt,0.045031,0.045031
qt,0.035192,0.035192
qt,0.043626,0.043626
qt,0.04391,0.04391
qt,0.041885,0.041885
qt,0.03868,0.03868
qt,0.041698,0.041698
qt,0.036819,0.036819
qt,0.043836,0.043836
qt,0.037352,0.037352
qt,0.058177,0.058177
qt,0.037092,0.037092
qt,0.037248,0.037248
qt,0.043016,0.043016
qt,0.054593,0.054593
qt,0.039813,0.039813
qt,0.039262,0.039262
qt,0.040892,0.040892
qt,0.038874,0.038874
qt,0.03771,0.03771
qt,0.044919,0.044919
qt,0.034876,0.034876
qt,0.041409,0.041409
qt,0.0386,0.0386
qt,0.040214,0.040214
qt,0.040211,0.040211
qt,0.034632,0.034632
qt,0.039091,0.039091
qt,0.042546,0.042546
