dataset,inst,f2imprt,error,tau,rbo
openstack,la = 53.0 AND nd = 4.0 AND ns = 1.0 AND ent = 0.9877359431019634 AND nrev = 5.0 AND rtime = 14.482893518518518 AND self = 0.0 AND ndev = 21.0 AND age = 8.599675925925926 AND app = 5.0 AND rrexp = 1678.0 AND asawr = 0.0507425742574257 AND rsawr = 0.2966760961810467,"{0: 0.08401204827139377, 4: 0.05251639995155584, 6: 0.0009508163131993804, 7: 0.010154213655109332, 8: 0.01770856828889536, 10: 0.004997561755589492, 11: 0.014838449474395157, 12: 0.006802524450365459, 1: 0.008977728941635545, 2: 0.026546488026728522, 3: 0.007978263059439428, 5: 0.01564570913311285, 9: 0.01956080602454506}",6.201801774173714,0.1794871794871795,0.6227154630395527
qt,la = 327.0 AND ld = 598.0 AND nd = 2.0 AND ns = 1.0 AND ent = 0.4892513356714998 AND nrev = 18.0 AND rtime = 6.506805555555555 AND hcmt = 3.0 AND self = 0.0 AND ndev = 20.0 AND age = 0.2476350308641975 AND app = 1.0 AND asexp = 625.0 AND rsexp = 1757.0 AND asawr = 0.044628217010052 AND rsawr = 0.1253297212518714,"{0: 0.05937830401105495, 2: 0.00038401077973219234, 4: 0.004022085147417739, 6: 0.01435789308292979, 8: 0.0004959075101711976, 9: 0.00037251980628714786, 10: 0.010652145500083029, 12: 0.010803797714343364, 13: 0.00017750199727994324, 14: 0.015828867570347085, 15: 0.00038593919174826486, 1: 0.021795325696561743, 3: 0.012049313787670522, 5: 0.013424217792465724, 7: 0.01814671885149828, 11: 0.008501938187311871}",11.387101117078311,-0.4166666666666667,0.39338909168007224
openstack,la = 0.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 0.7330555555555556 AND self = 0.0 AND ndev = 1.0 AND age = 1.0854513888888888 AND app = 4.0 AND rrexp = 836.0 AND asawr = 0.1177170035671819 AND rsawr = 0.901307966706302,"{0: 0.08673919810306398, 3: 0.019809197719397185, 4: 0.054700475644434136, 6: 0.00039199996328509256, 7: 0.007148006313654442, 8: 0.01918671866206135, 10: 0.007306872930234469, 11: 0.018651217658089355, 12: 0.008164955724910423, 1: 0.00331299591476655, 2: 0.01807204328984829, 5: 0.021339958214450505, 9: 0.008459448170055405}",4.707245250163708,0.41025641025641024,0.716692642439287
qt,la = 1.0 AND ld = 0.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 0.6499421296296296 AND hcmt = 2.0 AND self = 0.0 AND ndev = 9.0 AND age = 132.92717592592592 AND app = 3.0 AND asexp = 604.0 AND rsexp = 1592.0 AND asawr = 0.0431065194157463 AND rsawr = 0.1135019593872461,"{0: 0.05652958175816363, 2: 0.0015497699676385813, 4: 0.00799567502526187, 5: 0.007419166321134582, 6: 0.016242985670018962, 9: 0.0005258570189907457, 12: 0.0022040086521004135, 14: 0.014126169911515251, 15: 0.004168262423072488, 1: 0.023769106772540426, 3: 0.011385176769267117, 7: 0.026727213143398123, 8: 0.0044462412052170735, 10: 0.0023540541088442604, 11: 0.017568481351081237, 13: 0.010903823511672616}",6.961071981556553,0.11666666666666667,0.2445482453618769
openstack,la = 2.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 6.817581018518518 AND self = 0.0 AND ndev = 5.0 AND age = 13.55564814814815 AND app = 3.0 AND rrexp = 370.0 AND asawr = 0.0378250591016548 AND rsawr = 0.5508274231678487,"{0: 0.08449919876886047, 3: 0.022951797903441, 4: 0.05555560816737201, 7: 0.00673832834051837, 8: 0.01635735980004391, 10: 0.009672142350908306, 11: 0.017778404885336545, 12: 0.006621776726644011, 1: 0.0009344973082579546, 2: 0.019805497519149402, 5: 0.01637508986895757, 6: 0.0020239104897771744, 9: 0.008105585770981917}",4.351923034270765,0.28205128205128205,0.4510961949559034
qt,la = 51.0 AND ld = 0.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 0.0 AND rtime = 0.0 AND hcmt = 0.0 AND self = 1.0 AND ndev = 0.0 AND age = 0.0 AND app = 0.0 AND asexp = 0.0 AND rsexp = 0.0 AND asawr = 0.0 AND rsawr = 0.0,"{0: 0.057094034115464355, 2: 0.0013477758111390822, 4: 0.009983366569062572, 6: 0.015906951082970817, 9: 0.008776807668151946, 10: 0.009224698211751935, 12: 0.010968140469742507, 14: 0.011655579070907638, 1: 0.02037366122670563, 3: 0.010122014651223496, 5: 3.2135567628661796e-05, 7: 0.022431006626530095, 8: 0.004284053917742281, 11: 0.0015470105197661294, 13: 0.006573126996557262, 15: 6.625201459075695e-06}",8.678660621638297,0.2,0.20768397131698463
openstack,la = 1.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 0.856099537037037 AND self = 0.0 AND ndev = 15.0 AND age = 1.6420833333333331 AND app = 4.0 AND rrexp = 1909.0 AND asawr = 0.1515685583362707 AND rsawr = 0.3507225942897427,"{0: 0.08351224405072336, 3: 0.01549577444926457, 4: 0.05672860870057534, 6: 0.0016879566015307363, 7: 0.010282024055344995, 8: 0.012284973842997806, 10: 0.003668615464561988, 11: 0.019637618378447966, 12: 0.009548373177607544, 1: 0.005053531227735822, 2: 0.016086125208465078, 5: 0.01699505844086719, 9: 0.017750484379266095}",4.58034499003145,0.4358974358974359,0.7645082234309072
qt,la = 4.0 AND ld = 2.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 0.6556018518518518 AND hcmt = 2.0 AND self = 0.0 AND ndev = 11.0 AND age = 8.112222222222222 AND app = 1.0 AND asexp = 605.0 AND rsexp = 104.0 AND asawr = 0.0431286029464095 AND rsawr = 0.0074727777382392,"{0: 0.056033471768581075, 2: 0.004716172525395371, 4: 0.006804844738962887, 5: 0.006708578454741388, 6: 0.0112259070019956, 9: 0.0030199332531544915, 10: 0.010094926785224124, 12: 0.011053279805996217, 14: 0.018667463809007495, 15: 0.0006226035287546043, 1: 0.024109079959387585, 3: 0.010503732364884492, 7: 0.022824310832784016, 8: 0.0023030105202234527, 11: 0.007149596711317291, 13: 0.004207973264944036}",7.842908237457265,0.11666666666666667,0.3670545397994151
openstack,la = 71.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 7.930729166666667 AND self = 0.0 AND ndev = 4.0 AND age = 1.106886574074074 AND app = 3.0 AND rrexp = 888.0 AND asawr = 0.0023696682464454 AND rsawr = 0.9395734597156398,"{0: 0.07869762247693501, 1: 0.0003799488676507073, 3: 0.023061203674761662, 4: 0.054930478814540676, 7: 0.009688729117793546, 8: 0.014225846666996672, 10: 0.004343878357537918, 11: 0.02177113297123839, 12: 0.005457357105183655, 2: 0.018224101495858798, 5: 0.019695541403345812, 6: 0.0035078927554014045, 9: 0.008321099182544114}",5.031719113621805,0.5897435897435898,0.5165557104872615
qt,la = 1.0 AND ld = 1.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 90.99224537037036 AND hcmt = 4.0 AND self = 0.0 AND ndev = 9.0 AND age = 59.78982638888889 AND app = 2.0 AND asexp = 3.0 AND rsexp = 701.0 AND asawr = 0.0002845759817871 AND rsawr = 0.0499430848036425,"{0: 0.05710572800449533, 2: 0.0006585427010363847, 4: 0.008688853367532388, 5: 0.004806155040795927, 6: 0.013666302745177487, 9: 0.0035018961174504556, 10: 0.007059420986300269, 12: 0.007761366438523029, 14: 0.023425209917442923, 15: 0.004475360376646733, 1: 0.019769361982723235, 3: 0.011127620342488037, 7: 0.019569968223972188, 8: 0.0007969256757305187, 11: 0.0045815453037674645, 13: 0.0012914858548597316}",7.087200737132588,0.08333333333333333,0.3870812531330032
openstack,la = 7.0 AND nd = 2.0 AND ns = 1.0 AND ent = 0.7219280948873623 AND nrev = 3.0 AND rtime = 25.52989583333333 AND self = 0.0 AND ndev = 161.0 AND age = 0.6490856481481482 AND app = 9.0 AND rrexp = 3165.0 AND asawr = 0.3057953144266337 AND rsawr = 0.4623921085080148,"{0: 0.08077534152484969, 3: 0.0015558005856086726, 4: 0.05481624626530739, 7: 0.004609056242067255, 8: 0.01936138584156448, 10: 0.0012130221517387934, 11: 0.01082248324909911, 12: 0.008400978854517396, 1: 0.022791429328371804, 2: 0.015292122381182926, 5: 0.022718268923292276, 6: 0.0017493583128592555, 9: 0.04080152686793757}",4.7281275315955735,0.5128205128205128,0.42378285771223606
qt,la = 82.0 AND ld = 7.0 AND nd = 3.0 AND ns = 2.0 AND ent = 0.748804146668256 AND nrev = 4.0 AND rtime = 125.14155092592593 AND hcmt = 5.0 AND self = 0.0 AND ndev = 23.0 AND age = 14.891379243827162 AND app = 3.0 AND asexp = 47.0 AND rsexp = 694.0 AND asawr = 0.0029177557595282 AND rsawr = 0.0422466719348367,"{0: 0.061011333840359866, 2: 0.0014974810421779063, 5: 0.002085244775514459, 6: 0.014297336412627598, 8: 0.0006775456634727201, 10: 0.009703064816253276, 12: 0.010932178065641082, 14: 0.016894084341145418, 1: 0.021376391723280236, 3: 0.012455786325543224, 4: 0.001936066025143102, 7: 0.02340366221225026, 9: 0.0026215611716557145, 11: 0.007661326118712497, 13: 0.0028411552178755923, 15: 0.000274257925162094}",11.913468818062496,-0.7666666666666667,0.39449979757588755
openstack,la = 397.0 AND nd = 2.0 AND ns = 1.0 AND ent = 0.9987849008387586 AND nrev = 12.0 AND rtime = 18.87850694444444 AND self = 0.0 AND ndev = 13.0 AND age = 0.1104166666666666 AND app = 1.0 AND rrexp = 784.0 AND asawr = 0.0023446658851113 AND rsawr = 0.835873388042204,"{0: 0.08313299455110719, 4: 0.04147726205424912, 6: 0.0020182076863357874, 7: 0.010109584826370374, 8: 0.015331297367117276, 9: 0.0006308849434042154, 10: 0.010101349019262571, 11: 0.018438415847181748, 12: 0.004616722788535236, 1: 0.004267188644028958, 2: 0.019234471194528063, 3: 0.008884308771478873, 5: 0.011851955388196066}",7.9245180279964735,-0.15384615384615385,0.37790666523270056
qt,la = 1.0 AND ld = 0.0 AND nd = 1.0 AND ns = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 2.2139467592592594 AND hcmt = 1.0 AND self = 0.0 AND ndev = 41.0 AND age = 14.721921296296296 AND app = 2.0 AND asexp = 1380.0 AND rsexp = 1954.0 AND asawr = 0.0979502092346975 AND rsawr = 0.1386623164763458,"{0: 0.05591674265258253, 4: 0.008793871075505482, 5: 0.010463972122918788, 6: 0.0175134255209765, 10: 0.0038259215777621336, 14: 0.0142333822633781, 1: 0.02078378760131671, 2: 0.0009614980140125606, 3: 0.0035392410504260893, 7: 0.025067767373998493, 8: 0.005697246060486381, 9: 0.005668216232425006, 11: 0.009816836078801561, 12: 0.0039398749043809645, 13: 0.0115681397006032, 15: 0.0008924512647951336}",6.9195613390763935,0.2833333333333333,0.3646631970358175
openstack,la = 6.0 AND nd = 2.0 AND ns = 1.0 AND ent = 0.9798687566511528 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND self = 0.0 AND ndev = 11.0 AND age = 3.4672569444444448 AND app = 3.0 AND rrexp = 820.0 AND asawr = 0.0149253731343283 AND rsawr = 0.8756218905472637,"{0: 0.08708689712638652, 4: 0.052010593568064166, 7: 0.009370964299822345, 8: 0.01831229975348581, 10: 0.0059657849471175355, 11: 0.020705117182228464, 12: 0.0022184934717102947, 1: 0.00015581662406537707, 2: 0.015713007516666135, 3: 0.010308783745418593, 5: 0.0175837637006685, 6: 0.0013322891684857683, 9: 0.005142443318547161}",4.617169810079858,0.15384615384615385,0.45019343577436993
